State_Name,State_District_Name,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Female_Urban
Uttar Pradesh,Kushinagar,813.52,826.83,NA,922.11,941.05,NA,718.31,726.96,NA,6543.8,6582.71,NA,6753.32,6802.29,NA,6360.11,6390.7,NA,1467.48,1466.84,NA,1217.13,1213.8,NA,1686.99,1688.1,NA,9351.59,9413.2,NA,9326.57,9400.06,NA,9373.52,9424.7,NA,99.61,99.6,NA,99.66,99.66,NA,99.56,99.56,NA,6.15,6.18,NA,6.1,6.12,NA,6.19,6.22,NA
Uttar Pradesh,Lalitpur,242.58,174.72,695.89,355.72,304.74,695.35,113.68,26.69,696.52,899.07,967.68,440.73,317.03,325.47,260.76,1562.18,1698.81,646.77,2896.84,3101.31,1530.97,2489.03,2679.96,1216.86,3361.46,3580.99,1890.55,5637,5994.68,3247.51,4007.83,4217.98,2607.56,7493.06,8017.38,3980.1,77.01,76.88,78.57,97.02,96.75,100,64.82,64.99,62.5,24.52,24.22,28.18,11.87,10.61,25,36.06,36.35,32
Uttar Pradesh,Lucknow,645.85,880.26,480.02,609.03,851.05,436.56,687.57,913.68,528.94,2166.16,2973.02,1595.37,2094.47,2844.95,1559.64,2247.39,3119.46,1635.59,3293.44,3955.02,2825.43,2876.15,3493.65,2436.1,3766.24,4482.6,3263.68,6377.76,8061.42,5186.71,5804.05,7368.86,4688.91,7027.79,8853.36,5747.08,97.29,97.61,96.94,97.13,97.3,96.94,97.44,97.91,96.93,13.55,11.86,15.41,13.55,11.78,15.54,13.54,11.94,15.29
Uttar Pradesh,Maharajganj,986.42,1009.37,NA,1023.3,1079.33,NA,954.41,949.54,NA,5546.77,5850.33,NA,5619.12,5957.92,NA,5483.97,5758.33,NA,1255.36,1241.26,NA,1156.05,1156.63,NA,1341.57,1313.64,NA,7958.57,8276.09,NA,7971.05,8377.74,NA,7947.73,8189.16,NA,99.67,99.72,NA,99.73,99.78,NA,99.63,99.66,NA,4.28,4.15,NA,4.72,4.54,NA,3.89,3.8,NA
Uttar Pradesh,Mahoba,73.36,77.07,65.7,81.81,88.91,67.22,63.78,63.7,63.96,207.39,186.35,250.85,177.65,144.19,246.47,241.11,234.01,255.85,1570.4,1668.46,1367.74,1434.53,1565.5,1165.14,1724.48,1784.83,1599.08,1936.83,2021.45,1761.93,1807.31,1945.21,1523.64,2083.7,2107.61,2034.03,98.84,98.35,100,100,100,100,97.7,96.63,100,29.28,28.02,32.2,28.46,27.53,30.88,30.1,28.55,33.33
Uttar Pradesh,Mainpuri,340.9,342.63,333.26,407.99,388.46,495.61,269.64,293.73,164.2,12065.16,12261.99,11192.83,12014.3,12322.29,10633.03,12119.18,12197.66,11775.74,2350.27,2473.49,1804.18,1996.7,2140.52,1351.66,2725.86,2828.78,2275.39,15141.53,15472.44,13675.02,14784.84,15218.33,12840.73,15520.42,15743.59,14543.75,96.98,97.35,95.13,98.64,99.27,95.26,95.3,95.36,95,19.69,19.72,19.52,20.68,20.99,18.97,18.65,18.36,20.03
Uttar Pradesh,Mathura,441.64,353.72,602.45,425.86,362.8,539.31,459.78,343.39,676.72,17541.94,17665.73,17315.54,16981.09,17473.34,16095.4,18186.83,17884.21,18750.88,2325.15,2654.3,1723.13,2000.12,2279.13,1498.08,2698.88,3080.35,1987.88,20825.39,21157.66,20217.66,19830.13,20513.69,18600.19,21969.78,21888.97,22120.4,93.33,91.79,96.28,93.37,91.62,96.84,93.29,91.97,95.73,3.5,2.86,4.66,2.82,2.12,4.13,4.21,3.66,5.19
Uttar Pradesh,Mau,1386.89,1583.06,686.38,1441.28,1660.56,700.58,1335.36,1511.38,671.72,10264.62,10222.68,10414.37,10326.28,10573.48,9491.24,10206.19,9898.17,11367.55,8173.46,8703.95,6279.13,7027.42,7577.02,5170.98,9259.45,9746.43,7423.36,20135.82,20848.26,17591.73,19075.45,20144.94,15462.89,21140.61,21498.87,19789.87,98.52,98.27,99.61,98.46,98.21,99.57,98.58,98.31,99.65,4.33,4.7,2.8,4.11,4.31,3.25,4.52,5.04,2.45
Uttar Pradesh,Meerut,610.73,689.01,512.46,626.82,714.39,516.83,592.73,660.6,507.57,11488.42,12316.96,10448.31,11054.79,11826.8,10085.21,11973.5,12865.49,10854.29,3583.47,4578.99,2333.73,3526.06,4520.73,2276.85,3647.69,4644.19,2397.31,16234.41,18238.56,13718.48,15698.75,17654.84,13242.07,16833.62,18891.8,14251.13,96.7,96.68,96.72,96.98,96.82,97.26,96.4,96.54,96.16,3.3,3.54,2.89,3.62,3.91,3.15,2.95,3.15,2.62
Uttar Pradesh,Mirzapur,453.77,464.24,383.25,519.85,515.71,545.85,385.38,411.96,192.31,4321.1,3969.02,6692.22,4298.93,3923.3,6659.39,4344.05,4015.48,6730.77,2884.94,3024.39,1945.75,2806.77,2940.71,1965.07,2965.85,3109.4,1923.08,8358.34,8194.25,9463.44,8230.36,8028.67,9497.82,8490.82,8362.47,9423.08,99.52,99.44,100,99.57,99.49,100,99.47,99.39,100,5.53,5.68,4.67,4.67,4.69,4.6,6.39,6.65,4.76
Uttar Pradesh,Moradabad,648.89,774.99,395.08,671.08,836.56,341.66,624.4,707.54,454.98,5277.2,5717.45,4391.01,5000.81,5410.43,4185.35,5582.35,6053.77,4621.65,4836.98,5103.39,4300.71,4330.78,4543.27,3907.75,5395.84,5716.98,4741.38,11871.1,12881.38,9837.45,10935.73,11880.97,9054.03,12903.75,13977.3,10716,96.86,95.83,99.6,97.1,96.08,99.76,96.64,95.59,99.44,2.7,2.71,2.65,3.07,3.25,2.6,2.35,2.21,2.7
Uttar Pradesh,Muzaffarnagar,368.82,368.88,368.66,395.63,392.07,404.69,338.62,343.01,327.05,18095.89,18376.77,17370.25,17058.76,17427.9,16120.33,19263.98,19435.29,18813.27,2019.36,2202.23,1546.91,1823.4,1994.1,1389.45,2240.06,2434.42,1728.7,21108.38,21536.86,20001.45,19824.41,20320.98,18561.99,22554.5,22893.24,21663.29,98.07,98.09,98.01,98.12,98.15,98.04,98.02,98.03,97.99,4.82,4.08,6.9,4.67,3.97,6.6,4.98,4.18,7.19
Uttar Pradesh,Pilibhit,671.96,725.67,401.2,738.15,789.28,478.93,598.48,654.91,315.79,14409.66,15079.44,11033.1,14307.96,15039.24,10600.26,14522.55,15124.14,11508.77,6489.12,6781.52,5015.05,6169.17,6435.03,4821.2,6844.28,7166.9,5228.07,21921.92,22974.3,16616.52,21532.47,22611.81,16060.03,22354.21,23377.46,17228.07,97.65,97.47,98.89,97.66,97.45,99.2,97.63,97.5,98.57,3.05,3.04,3.15,3.03,3.04,3.01,3.07,3.04,3.31
Uttar Pradesh,Pratapgarh,999.63,987.43,1261.43,998.92,979.33,1383.65,1000.23,994.3,1138.52,3888.61,3783.27,6149.48,4058.24,3954.23,6100.63,3743.73,3638.36,6198.61,6148.1,6245.01,4068.12,6459.35,6570.5,4276.73,5882.24,5969.11,3858.32,11335.56,11324.47,11573.64,11815.53,11815.1,11823.9,10925.6,10908.59,11321.95,99.7,99.69,100,99.74,99.73,100,99.67,99.65,100,7.87,7.81,9.26,8.32,8.25,9.57,7.47,7.4,8.94
Uttar Pradesh,Rae Bareli,1269.17,1276.17,1189.3,1268.21,1296.24,964.39,1270.17,1255.48,1447.42,400.08,377.82,654.11,392.87,391.47,408.01,407.58,363.75,936.57,3823.23,3859.5,3409.32,3370.57,3394.08,3115.73,4293.99,4339.37,3746.28,5699.3,5733.22,5312.19,5197.47,5256.06,4562.31,6221.18,6225.18,6172.84,100,100,100,100,100,100,100,100,100,13.76,13.43,17.91,13.26,12.7,20.33,14.2,14.06,15.86
Uttar Pradesh,Rampur,475.4,526.88,334.25,501.73,536.22,406.5,446.74,516.67,256.49,30683.11,30960.38,29922.98,29218.18,29682.28,27936.64,32277.3,32356.83,32060.95,3862.43,4333.01,2572.3,3616.85,4058.62,2396.97,4129.67,4632.81,2761.01,35464.4,36274.41,33243.71,33764,34732.17,31090.55,37314.83,37959.46,35561.26,97.21,96.85,98.3,97.13,96.79,98.15,97.3,96.91,98.43,4.98,5.21,4.31,4.96,5.14,4.41,5,5.27,4.22
Uttar Pradesh,Saharanpur,310.45,316.14,292.23,297.68,295.37,305.04,324.56,339.05,278.05,9265.38,9626.94,8107.09,8377.8,8719.42,7285.12,10245.3,10628.08,9016.88,4376.8,4995.59,2394.42,3893.28,4499,1955.86,4910.62,5543.4,2879.84,14113.22,15102.3,10944.57,12709.38,13664.72,9653.69,15663.11,16688.18,12373.39,99.08,99.11,98.97,99.12,99.18,98.88,99.05,99.05,99.04,5.39,4.68,8.53,5.36,4.63,8.65,5.42,4.73,8.43
Uttar Pradesh,Sant Kabir Nagar,757.65,731.96,NA,955.54,900.29,NA,591.85,592.02,NA,5044.63,5122.3,NA,4716.58,4819.72,NA,5319.52,5373.84,NA,981.81,1008.95,NA,806.79,804.95,NA,1128.47,1178.54,NA,6934,7005.18,NA,6618.04,6659.2,NA,7198.75,7292.8,NA,99.45,99.42,NA,99.67,99.65,NA,99.29,99.25,NA,3.98,4.01,NA,3.69,3.7,NA,4.2,4.24,NA
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),509.36,545.66,278.37,614.25,664.86,313.09,407.1,431.57,240.3,3444.74,3489.43,3160.31,3325.59,3374.1,3036.94,3560.9,3599.83,3295.57,970.98,971.75,966.1,972.48,951.75,1095.8,969.53,990.9,823.89,5265.66,5362.35,4650.4,5281.24,5384.81,4665,5250.47,5340.86,4634.4,99.76,99.77,99.65,99.87,99.85,100,99.64,99.69,99.26,5.2,5.43,3.53,5.86,6.23,3.36,4.55,4.66,3.73
Uttar Pradesh,Shahjahanpur,421.56,447.49,294.48,479.51,511.21,321.13,354.11,372.81,264.55,14705.83,14068.63,17827.61,14574.87,13914.2,17876.26,14858.21,14249.63,17772.97,2979.98,3072.69,2525.77,2934.56,2922.02,2997.22,3032.83,3249.28,1996.15,18471.03,17989.72,20829.09,18387.93,17787.71,21387.28,18567.73,18226.5,20202.02,96.15,95.93,97.06,96.22,95.91,97.5,96.07,95.96,96.55,2.2,2.06,2.8,2.19,2,2.98,2.22,2.13,2.59
Uttar Pradesh,Shrawasti,377.16,379.04,NA,430.98,430.76,NA,324.44,328.58,NA,10807.39,10873.51,NA,10370.12,10456.92,NA,11235.66,11279.95,NA,1817.51,1831.49,NA,1854.66,1875.07,NA,1781.12,1788.97,NA,13315.96,13406.67,NA,12984.68,13101.46,NA,13640.41,13704.45,NA,99.83,99.86,NA,99.87,99.9,NA,99.79,99.82,NA,10.24,10.31,NA,10.93,10.98,NA,9.61,9.68,NA
Uttar Pradesh,Siddharthnagar,446.83,454.44,NA,473.1,482.42,NA,424.97,431.29,NA,7899.29,8033.27,NA,7945.73,8108.51,NA,7860.65,7971.02,NA,950.15,945.64,NA,931.86,930.09,NA,965.38,958.5,NA,9485.55,9600.09,NA,9513.55,9646.08,NA,9462.24,9562.03,NA,99.66,99.65,NA,99.7,99.69,NA,99.62,99.62,NA,4.14,4.06,NA,4.65,4.55,NA,3.72,3.65,NA
Uttar Pradesh,Sitapur,846.92,862.24,713.36,908.82,914.63,857.84,776.48,802.53,550.96,4657.78,4686.21,4409.86,4448.92,4518.29,3839.87,4895.49,4877.59,5050.51,2240.74,2331.59,1448.34,2047.03,2159.23,1062.09,2461.18,2528.03,1882.46,8156.99,8229.71,7522.7,7797.24,7899.03,6903.59,8566.41,8606.59,8218.55,91.18,91.34,89.66,91.06,91.29,88.76,91.3,91.38,90.5,7.58,7.21,11.22,7.55,7.31,10,7.62,7.1,12.35
Uttar Pradesh,Sonbhadra,344.23,334.67,399.1,401.2,381.43,505.98,285.66,287.77,272.48,6350.23,6300.6,6635.07,6307.4,6247.7,6623.74,6394.27,6353.66,6648.5,12080.49,13277.02,5213.27,12307.41,13753.16,4645.81,11847.23,12799.51,5885.56,18975.27,20121.43,12397.11,19218.06,20622.47,11775.53,18725.69,19618.95,13133.51,99.84,99.82,100,99.83,99.81,100,99.85,99.83,100,7.4,6.14,19.08,6.83,5.59,18.29,8,6.73,19.92
Uttar Pradesh,Sultanpur,259.16,266.41,NA,267.94,278.27,NA,250.52,254.77,NA,3212,3062.2,NA,2944.44,2848.27,NA,3475.57,3272.07,NA,2903.14,2898.5,NA,2686.44,2697.52,NA,3116.61,3095.68,NA,7255.64,7025.29,NA,6529.23,6421.16,NA,7971.21,7617.99,NA,95.57,95.43,NA,97.77,97.83,NA,93.79,93.45,NA,8.7,9.09,NA,9.22,9.63,NA,8.26,8.62,NA
Uttar Pradesh,Unnao,252.42,271.43,162.9,245.83,264.85,155.67,259.73,278.76,170.83,886.28,830.16,1150.48,888.29,796.53,1323.21,884.06,867.61,960.92,2211.96,2223.33,2158.42,1882.74,1848.89,2043.2,2577.64,2640.32,2284.86,4173.9,4175.97,4164.12,3726.46,3609.47,4280.99,4670.89,4806.83,4035.87,98.79,98.53,100,99.48,99.36,100,98.17,97.84,100,9.9,9.51,11.74,11.51,11.55,11.36,8.46,7.78,12.17
Uttar Pradesh,Varanasi,919.29,1017.05,807.88,907.12,1020.03,784.31,932.48,1013.96,834.8,3860.57,3564.61,4197.82,3649.26,3142.17,4200.83,4089.74,4002.46,4194.38,8096.25,8442.39,7701.81,7684.89,8069.27,7266.79,8542.41,8829.12,8198.72,13234.54,13416.24,13027.5,12640.26,12696.83,12578.73,13879.1,14161.88,13540.11,99.79,99.84,99.73,99.79,99.86,99.72,99.78,99.81,99.75,6.29,6.09,6.53,6.3,6.38,6.21,6.29,5.82,6.88
Uttarakhand,Almora,162.34,165.5,122.41,173.79,176.2,146.16,152.62,156.54,98.43,462.82,418.11,1028.28,423.74,396.98,730.82,496.02,435.82,1328.74,959.72,1008.5,342.76,808.42,849.15,341.05,1088.25,1142.02,344.49,2168.78,2209.6,1652.59,1894.12,1942.43,1339.83,2402.12,2433.47,1968.5,94.46,94.48,94.07,95.05,94.97,96.36,94.2,94.23,93.75,41.64,41.12,50.39,41.65,41.08,50.94,41.72,41.19,50.67
Uttarakhand,Bageshwar,230.96,216.4,533.08,217.62,206.62,426.31,242.9,225.09,646.41,1123.36,1101.94,1567.89,1055.57,1037.37,1400.73,1184.08,1159.31,1745.31,2716.66,2765.97,1693.32,2055.39,2083.49,1522.53,3309,3372.31,1874.6,4733.43,4754.51,4296.02,3900.15,3906.7,3775.88,5479.86,5507.75,4848.09,92.59,92.46,95.62,93.43,93.34,95.16,92.08,91.93,96,64.29,63.27,87.02,67.08,66.43,79.66,62.5,61.26,93.06
Uttarakhand,Chamoli,61.83,68.9,21.56,64.91,71.04,32.93,58.92,66.92,9.06,1872.28,1097.07,6288.28,1381.6,745.13,4700.75,2336.63,1421.42,8035.15,2497.67,2527.28,2328.99,1941.93,1905.44,2132.21,3023.58,3100.36,2545.52,4494.25,3749.27,8738.03,3442.75,2773.7,6931.75,5489.33,4648.35,10725.61,93.71,92.51,96.64,93.23,91.58,96.67,93.99,93.02,96.62,32.79,36.19,24.82,35.25,39.4,27.03,31.34,34.45,23.25
Uttarakhand,Champawat,158.84,161.06,146.06,153.82,174.08,46.23,163.71,148.71,257.07,1162.41,1267.33,559.88,1091.42,1192.44,554.79,1231.4,1338.4,565.55,1245.44,1152.88,1777.02,1157.34,1061.89,1664.36,1331.06,1239.26,1902.31,4635.21,4653.92,4527.75,4387.64,4473.84,3929.73,4875.79,4824.85,5192.8,97.59,97.18,100,96.49,95.91,100,98.69,98.46,100,22.98,23.99,17.2,23.36,24.75,15.29,22.63,23.3,18.81
Uttarakhand,Dehradun,452.46,369.35,510.76,426.32,374.04,462.34,480.15,364.5,562.88,2945.2,2631.65,3165.2,2728.59,2294.8,3027.44,3174.75,2980.83,3313.46,1933.3,2752.8,1358.31,1855.58,2613.96,1333.1,2015.66,2896.72,1385.44,5468.53,5962.98,5121.61,5118.5,5449.76,4890.28,5839.47,6494.98,5370.59,99.8,99.65,99.92,99.83,99.72,99.92,99.77,99.59,99.92,15.22,13.34,16.75,15.17,11.78,17.77,15.27,14.71,15.76
Uttarakhand,Haridwar,486.17,601.63,284.64,516.49,590.69,384.62,451.81,614.2,174.05,4181,5413.78,2029.2,3975.66,5234,1739.51,4413.71,5620.36,2349.64,22034.12,25888.55,15306.22,22301.33,26085.32,15576.92,21731.29,25662.43,15006.77,26776.86,31983.36,17688.92,26870.74,31991.4,17770.98,26670.47,31974.12,17598.14,100,100,100,100,100,100,100,100,100,7.99,8.48,6.46,5.74,5.59,6.2,10.57,11.79,6.76
Uttarakhand,Nainital,420.4,325.69,582.56,416.71,327.8,565.9,424.38,323.46,600.93,1499.54,1135.87,2122.17,1301.47,945.57,1898.67,1712.36,1337.2,2368.73,2708.59,2626.59,2848.98,2419.28,2291.42,2633.81,3019.44,2981.19,3086.35,5108.27,4762.21,5700.73,4611.43,4251.9,5214.72,5642.08,5302.12,6236.87,97.08,96.19,98.35,97.64,96.81,98.78,96.58,95.66,97.94,39.13,38.06,40.62,38.6,37.21,40.45,39.6,38.79,40.78
Uttarakhand,Pauri Garhwal,373.64,374.38,369.32,358.67,365.39,322.78,386.73,382.06,416.16,1524.77,1531.18,1487.4,1384.19,1407.26,1260.84,1647.66,1636.92,1715.39,1657.62,1717.26,1310.33,1544.18,1595.3,1270.93,1756.79,1821.32,1349.98,3629.38,3685.32,3303.65,3357.59,3429.06,2975.59,3866.99,3903.98,3633.78,99.8,99.77,100,99.8,99.77,100,99.8,99.77,100,26.14,26.41,24.35,27.07,27.34,25.42,25.43,25.72,23.46
Uttarakhand,Pithoragarh,218.39,217.32,223.26,211.62,211.19,213.53,224.64,222.9,232.87,715.55,607.75,1205.63,710.3,625.84,1078.89,720.4,591.27,1330.67,2037.96,2033.2,2059.61,1625.95,1589.06,1786.92,2418.76,2437.82,2328.68,3973.27,3046.12,8188.21,3543.14,2572.89,7777.03,4370.81,3477.24,8593.92,92.27,91.5,93.59,94.74,93.79,96.1,90.43,89.95,91.35,41.26,50.31,26.29,40.07,48.77,27.82,42.19,51.39,24.86
Uttarakhand,Rudraprayag,43.91,44.15,NA,48.86,49.21,NA,39.87,40.04,NA,2740.51,2751.92,NA,2394.31,2411.09,NA,3022.97,3029.26,NA,3268.18,3280.98,NA,1848.39,1856.25,NA,4426.54,4440.33,NA,6119.22,6144.04,NA,4365.7,4391.2,NA,7549.87,7570.38,NA,93.11,93.1,NA,92.98,92.97,NA,93.17,93.16,NA,46.2,46.22,NA,41.64,41.6,NA,48.35,48.39,NA
Uttarakhand,Tehri Garhwal,313.1,290.16,456.08,321.35,296.89,450.62,306.38,284.91,461.92,4681.81,4670.74,4750.82,4265.46,4218.17,4515.36,5020.94,5023.49,5002.46,2418.48,2621.31,1154.45,1771.55,1927.56,947.21,2945.42,3162.05,1375.92,7582.35,7727.2,6679.65,6509.91,6581.07,6133.9,8455.88,8620.54,7262.9,99.8,99.78,99.93,99.74,99.69,100,99.83,99.83,99.86,25.56,25.9,23.06,22.86,22.56,24.59,27.24,27.89,21.68
Uttarakhand,Udham Singh Nagar,236.21,189.16,349.66,214.12,168.88,321.22,260.67,211.36,382.05,521.44,457.12,676.52,468.53,437.27,542.51,580.06,478.86,829.13,1667.95,1634.62,1748.32,1367.42,1305.79,1513.31,2000.85,1994.72,2015.93,2866.82,2790.04,3051.96,2440.16,2349.22,2655.44,3339.44,3272.79,3503.5,97.67,97.46,98.13,97.57,97.3,98.12,97.89,97.78,98.14,17.67,18.26,16.37,17.54,17.81,16.99,17.74,18.58,15.84
Uttarakhand,Uttarkashi,1255.86,1342.79,690.51,1152.25,1243.37,602.69,1358.82,1439.56,790.31,895.1,892.43,912.45,658.88,652.82,695.41,1129.82,1125.66,1159.11,5052.82,5204.08,4069.05,4271.51,4522.39,2758.46,5829.18,5867.63,5558.48,7300.13,7535.29,5770.65,6151.15,6479.23,4172.46,8441.83,8563.24,7586.93,99.68,99.72,99.36,99.75,99.72,100,99.63,99.72,98.96,26.15,25.47,31.97,26.95,26.62,30,25.57,24.62,33.22

