State_Name,State_District_Name,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Female_Urban
Chhattisgarh,Bilaspur,708.3,594.11,937.42,679.26,567.22,902.95,738.86,622.33,973.97,4945.03,4476.4,5885.39,4499.6,4039.73,5417.68,5413.9,4934.45,6381.19,3459.3,4205.57,1961.8,3488.18,4407.56,1652.76,3428.9,3993.71,2289.39,9817.51,9748.63,9955.71,9396.43,9529.99,9129.79,10260.75,9977.98,10831.23,99.94,99.94,99.95,99.94,99.94,99.94,99.94,99.94,99.95,27.56,21.05,40.36,27.4,21.06,40.63,27.72,21.04,40.12
Chhattisgarh,Dantewada,2149.3,2384.44,390.8,2092.85,2320.44,419.43,2205.37,2447.75,361.5,433.21,397.08,703.44,463.22,433.14,684.33,403.42,361.41,723,5201.34,5381.75,3852.17,5056.08,5236.34,3730.68,5345.62,5525.59,3976.5,8236.77,8560.29,5817.33,8020.48,8345.71,5629.14,8451.59,8772.55,6009.94,99.66,99.8,98.08,99.68,99.83,98.04,99.64,99.78,98.12,54.23,56.91,24.27,53.09,55.92,21.6,55.31,57.83,26.82
Chhattisgarh,Dhamtari,2259.32,2437.57,860.94,2323.17,2490.98,988.96,2194.59,2383.26,734.21,12211.86,11792.08,15505.08,11575.6,11238.29,14257.46,12856.81,12355.14,16740.09,4129.04,4318.82,2640.21,4146.47,4309.35,2851.49,4111.38,4328.46,2431.07,19132.4,19116.08,19260.41,18524.1,18548.68,18328.66,19749.02,19692.99,20182.74,99.74,99.87,98.68,99.69,99.87,98.29,99.78,99.88,99.03,41.79,44.47,20.62,45.47,47.53,28.64,38.29,41.55,13.47
Chhattisgarh,Durg,463.33,566.41,278.34,461.15,574.03,261.87,465.55,558.71,295.51,1544.7,1476.09,1667.84,1556.42,1535.88,1592.68,1532.73,1415.77,1746.22,4110.61,4259.09,3844.13,3940.55,4108.11,3644.72,4284.23,4411.4,4052.12,6508,6650.23,6252.74,6333.51,6543.43,5962.91,6686.15,6757.98,6555.03,99.86,99.9,99.79,99.81,99.86,99.71,99.91,99.94,99.86,18.13,14.64,24.8,22.75,21.45,25.27,13.67,8,24.35
Chhattisgarh,Janjgir-Champa,815.72,856.49,470.02,818.43,840.51,631.2,812.91,873.05,303.24,4529.56,4554.05,4321.91,4402.1,4368.29,4688.91,4661.54,4746.43,3942.15,9322.87,8848.57,13344.03,9061.71,8623.09,12781.79,9593.32,9082.08,13925.82,14852.61,14451.81,18250.6,14447.47,14003.31,18214.61,15272.15,14916.29,18287.85,99.98,99.98,99.94,99.97,99.99,99.88,99.98,99.98,100,34.3,35.59,25.64,34.38,35.22,28.87,34.22,35.94,22.32
Chhattisgarh,Jashpur,1018.35,999.83,NA,1045.61,1038.45,NA,990.23,960.15,NA,5691.92,5432.04,NA,5503.55,5250.69,NA,5886.17,5618.31,NA,10032.67,10233.91,NA,9836.67,10045.01,NA,10234.8,10427.94,NA,17073.9,16931.58,NA,16737.17,16622.89,NA,17421.12,17248.66,NA,96.35,96.5,NA,96.49,96.69,NA,96.21,96.31,NA,52.64,51.42,NA,54.71,53.59,NA,50.59,49.26,NA
Chhattisgarh,Kanker,395.76,408.69,NA,402.33,419.81,NA,389.12,397.46,NA,2443.27,2466.77,NA,2287.89,2300.24,NA,2600.55,2635.1,NA,3450.16,3486.18,NA,3245.16,3288.55,NA,3657.66,3685.95,NA,6452.42,6525.22,NA,6089.67,6166.96,NA,6819.59,6887.34,NA,99.83,99.86,NA,99.85,99.89,NA,99.8,99.83,NA,32.46,32.05,NA,33.13,32.63,NA,31.85,31.53,NA
Chhattisgarh,Kawardha,2010.42,2257.18,NA,1915.42,2141.37,NA,2107.32,2374.73,NA,4096.6,2964.66,NA,4135.11,3001.17,NA,4057.32,2927.61,NA,8769.56,9286.11,NA,8390.01,8904.04,NA,9156.71,9673.93,NA,15471.36,15054.53,NA,15011.17,14576.81,NA,15940.76,15539.44,NA,99.93,99.95,NA,99.9,99.93,NA,99.95,99.98,NA,17.37,9.11,NA,17.65,8.89,NA,17.11,9.31,NA
Chhattisgarh,Korba,920.22,1180.24,525.6,893.18,1136,529.5,948.56,1226.11,521.43,3120.77,1621.13,5396.68,2943.62,1499.5,5106.5,3306.46,1747.27,5705.86,6780.16,7029.1,6402.35,6541.52,6725.62,6265.79,7030.29,7343.8,6547.85,11009.78,10007.06,12531.56,10579.12,9529.93,12150.51,11461.21,10501.83,12937.56,98.09,96.55,99.97,99.11,98.38,99.97,97.11,94.82,99.97,23.28,21.77,25.04,22.2,21.11,23.45,24.35,22.42,26.64
Chhattisgarh,Koriya,1081.02,1205.27,776.17,1058.48,1199.56,719.88,1105.17,1211.31,838.46,1304.24,1351.82,1187.48,1358.2,1403.16,1250.32,1246.44,1297.58,1117.94,4878.16,5476.58,3409.84,4567.64,5123.67,3233.14,5210.7,5849.51,3605.37,7542.34,8331.64,5605.68,7258.89,8020.64,5430.66,7845.89,8660.28,5799.33,99.17,99.27,98.82,99.44,99.87,97.91,98.91,98.68,99.76,45.65,49.97,29.82,46.42,51.24,28.98,44.88,48.71,30.68
Chhattisgarh,Mahasamund,746.04,775.93,485.97,721.68,769.1,311.04,770.58,782.8,663.72,1895.75,1701.09,3589.9,1843.19,1668.13,3359.25,1948.68,1734.24,3824.27,18010.4,11630.27,73538.17,17742.95,11384,72814.93,18279.76,11878.05,74273.07,20789.07,14254.49,77661.08,20438.98,13960.35,76547.43,21141.66,14550.43,78792.67,99.53,99.54,99.52,99.48,99.49,99.47,99.58,99.59,99.56,10.82,6.6,17.57,1.35,1.88,0.53,20.03,11.16,34.37
Chhattisgarh,Raigarh,880.35,899.54,762.94,855.31,873.12,746.73,905.8,926.39,779.51,6470.7,6148.77,8439.52,6183.93,5919.79,7794.03,6762.3,6381.38,9099.59,10047.25,10750,5749.57,9953.52,10675.3,5553.83,10142.56,10825.89,5949.73,17578.87,17998.12,15014.94,17162.54,17658.19,14141.26,18002.21,18343.45,15908.37,99.96,99.97,99.9,99.96,99.97,99.89,99.96,99.97,99.9,32.1,29.67,49.92,33.3,31.18,49.45,30.94,28.2,50.35
Chhattisgarh,Raipur,285.89,253.25,363.58,254.36,220.67,333.92,318.65,286.94,394.74,2783.06,2713.44,2948.72,2694.01,2688.12,2707.92,2875.58,2739.62,3201.75,2524.61,2884.53,1668.18,2431.49,2805.01,1549.62,2621.36,2966.76,1792.76,5721.26,5983.14,5098.11,5527.14,5863.78,4732.34,5922.95,6106.56,5482.46,99.41,99.5,99.16,99.47,99.48,99.45,99.35,99.51,98.9,9.84,3.73,26.97,4.03,3.71,4.99,15.49,3.76,47.02
Chhattisgarh,Rajnandgaon,1291.54,1422.95,639.15,1355.9,1483.63,722.21,1226.24,1361.39,554.76,2897.43,2917.81,2796.27,2826.84,2846.29,2730.32,2969.07,2990.36,2863.28,13755.56,10135.74,31726.59,13179.8,9672.6,30579.53,14339.8,10605.6,32891.91,18357.77,14913.96,35454.95,17740.03,14424.15,34190.59,18984.6,15410.88,36739.44,99.48,99.65,99.12,99.44,99.61,99.07,99.51,99.68,99.17,31.97,31.35,33.29,31.3,34.22,25.17,32.61,28.62,40.96
Chhattisgarh,Surguja,687.68,696.09,588.13,654.74,662.61,563.29,722.39,731.26,615.27,1779.37,1678.36,2975.26,1985.45,1893.96,3048.38,1562.22,1451.85,2895.4,6295.07,6490.74,3978.55,6190.98,6415.84,3578.53,6404.75,6569.43,4415.49,9252.38,9297.5,8718.21,9273.14,9366.87,8184.23,9230.51,9224.63,9301.48,98.89,98.8,100,99.37,99.33,100,98.38,98.24,100,36.73,35.36,53.77,25.04,22.27,61.54,49.24,49.49,46.3
Jharkhand,Bokaro,178,194,164,184,208,162,172,179,165,933,775,1075,894,725,1041,975,826,1113,1785,2064,1533,1604,1915,1333,1979,2221,1755,4068,4057,4079,3814,3848,3784,4343,4275,4407,88.6,90.8,86.6,89.2,91.4,87.3,88.2,90.4,86.1,10,6.7,13.1,10.4,5.7,14.9,9.6,7.7,11.4
Jharkhand,Chatra,374,379,333,389,392,364,360,366,301,3438,3368,4051,2994,3217,1127,3857,3509,7081,3453,3326,4569,3191,3098,3962,3700,3538,5198,7657,7498,9064,6948,7114,5562,8328,7856,12693,86.2,90.5,55.1,96.4,98.1,79.1,78.1,84,44.2,5.8,4.8,17.8,6.6,6,14,5.1,3.6,20.8
Jharkhand,Deoghar,169,186,89,163,179,84,176,192,95,2226,2535,712,2291,2591,882,2159,2477,520,1707,1833,1090,1594,1709,1050,1826,1960,1136,4504,4978,2181,4416,4874,2269,4596,5086,2082,87.1,86.7,92.3,97.2,97.4,95.4,77,76.1,88.6,14.6,15.2,8.3,23.1,24.4,9.7,3.9,3.7,6.4
Jharkhand,Dhanbad,360,433,312,330,392,290,393,477,337,4098,3974,4179,4042,3947,4103,4159,4002,4263,2591,2117,2901,2425,1948,2732,2771,2298,3086,7310,6780,7657,7001,6463,7348,7646,7119,7996,91.7,94.3,90.2,91.6,94.4,90,91.8,94.3,90.4,10.7,11.9,9.9,10.6,11.1,10.2,10.8,12.6,9.7
Jharkhand,Dumka,316,333,95,321,344,45,310,322,150,3293,3337,2744,3253,3288,2834,3334,3387,2645,1688,1729,1183,1570,1634,810,1809,1826,1597,5401,5502,4140,5230,5343,3869,5577,5664,4441,90.4,90.7,85.7,90.4,90.7,86,90.5,90.8,86.5,20.5,20.9,14,20.5,20.8,14.9,20.4,20.9,13
Jharkhand,Garhwa,233,242,NA,241,249,NA,224,235,NA,2224,2287,NA,2711,2828,NA,1737,1751,NA,2610,2616,NA,2146,2183,NA,3074,3045,NA,5483,5579,NA,5460,5636,NA,5505,5522,NA,91.7,91.6,NA,93.1,93.3,NA,90.3,89.9,NA,8.1,8.1,NA,9.9,10,NA,6.2,6.1,NA
Jharkhand,Giridih,189,192,133,206,211,149,172,176,117,2174,2227,1397,2179,2339,0,2169,2125,2863,2687,2688,2672,2362,2382,2080,2987,2968,3292,5324,5381,4487,5001,5191,2415,5622,5555,6662,92.3,92.5,88.6,97.4,97.3,100,88.1,88.4,84.2,7.8,7.7,10.5,12.8,12.9,7.7,3.3,2.7,11.8
Jharkhand,Godda,184,190,NA,196,203,NA,171,177,NA,1859,1873,NA,1898,1906,NA,1819,1840,NA,2239,2326,NA,2158,2234,NA,2322,2419,NA,4834,4958,NA,4760,4870,NA,4911,5047,NA,87.4,87.5,NA,87.2,87.2,NA,87.7,87.8,NA,6.6,6.6,NA,7.7,7.6,NA,5.6,5.6,NA
Jharkhand,Gumla,883,867,1112,907,900,1002,859,834,1222,4708,4478,7958,4574,4352,7689,4840,4603,8228,4473,4544,3478,4155,4255,2745,4788,4829,4212,10395,10215,12929,9951,9808,11958,10833,10617,13902,75.8,75,85.8,77,76.1,86.5,74.9,73.9,85.1,24,23.8,26.5,24.3,24,27.4,23.8,23.6,25.6
Jharkhand,Hazaribagh,372,312,578,370,309,566,373,314,592,4258,3783,5886,4251,3758,5839,4266,3808,5938,3419,3934,1655,3169,3640,1656,3670,4222,1653,8669,8705,8548,8365,8352,8406,8975,9049,8706,89,88.6,90.4,89.1,88.6,90.8,88.9,88.7,89.9,10.6,9.9,12.8,11.3,10.5,13.8,9.9,9.4,11.8
Jharkhand,Kodarma,248,264,177,267,275,230,230,253,121,1632,1162,3757,1042,1286,0,2197,1046,7703,2300,2499,1403,2020,2177,1353,2568,2801,1456,4754,4530,5764,3845,4287,1961,5623,4758,9759,95.6,95.5,95.9,95.9,95.4,100,95.4,95.5,95,5.9,4.8,9.7,5.5,4.2,16.9,6.2,5.4,8.1
Jharkhand,Lohardaga,400,396,428,412,420,354,388,372,504,6526,6209,8745,6355,6007,8746,6695,6406,8744,2625,2582,2927,2396,2340,2780,2850,2818,3077,9846,9477,12422,9410,9019,12093,10275,9926,12756,77.8,75.5,90.6,78.6,75.8,93.3,77.1,75.2,88,21.2,21.1,21.8,20.2,20.4,19.5,22.1,21.7,24.2
Jharkhand,Pakaur,790,809,NA,834,852,NA,743,763,NA,880,875,NA,910,944,NA,848,802,NA,4719,4735,NA,4738,4742,NA,4698,4728,NA,7204,7264,NA,7297,7388,NA,7107,7133,NA,93.9,94.6,NA,93.3,93.6,NA,94.7,95.8,NA,12.4,12.5,NA,12.5,12.6,NA,12.4,12.4,NA
Jharkhand,Palamu,229,218,393,244,231,426,215,205,357,2250,2297,1572,2253,2378,548,2246,2218,2664,2960,2992,2502,2408,2437,2012,3500,3532,3024,5904,5994,4609,5338,5509,3003,6458,6467,6323,90.6,92,64.2,91.1,91.5,79.7,90.2,92.4,56.3,3.1,3.1,2.7,3.2,3.2,1.3,3.1,3,3.6
Jharkhand,Pashchimi Singhbhum,564,576,506,572,593,480,556,560,535,6290,6086,7246,6145,6006,6767,6433,6163,7753,4107,4290,3246,4062,4279,3093,4150,4302,3409,11813,11882,11492,11626,11800,10845,11998,11961,12178,87.7,87.7,87.7,88.6,88.4,89.4,86.9,87,86.3,20.5,20.4,20.9,21,21.3,19.5,19.9,19.5,22.1
Jharkhand,Purbi Singhbhum,375,296,431,360,323,386,390,267,480,7061,7377,6838,6836,7339,6488,7302,7415,7219,1866,1931,1819,1727,1830,1657,2014,2036,1997,9396,9662,9207,9001,9535,8634,9817,9793,9834,89,84.3,92.6,87.7,81.4,92.5,90.4,87.2,92.7,12.5,20.8,6.9,12.1,20.6,6.5,12.8,21.1,7.2
Jharkhand,Ranchi,223,238,200,237,258,204,210,218,196,2071,2009,2165,1990,1965,2028,2154,2053,2310,3260,3818,2409,2966,3518,2140,3564,4123,2693,6525,6961,5859,6137,6609,5430,6925,7318,6312,87.1,85.8,89.5,87.1,85.9,89.3,87.1,85.6,89.7,11.9,10.8,13.8,12.2,11.2,14.1,11.6,10.5,13.6
Jharkhand,Sahibganj,505,544,207,508,555,166,501,532,253,1129,1094,1398,1150,1158,1093,1108,1028,1737,3561,3699,2512,3296,3444,2211,3837,3962,2847,5890,6066,4556,5591,5827,3862,6201,6312,5327,91.8,94.4,65.4,92.1,94.4,67.6,91.5,94.5,63.6,6.7,6.2,14.8,6.8,6.3,14.7,6.7,6.1,14.9
Madhya Pradesh,Balaghat,416.22,450.08,241.22,453.46,504.27,192.12,378.95,395.93,290.75,1750.8,2029.79,308.76,1795.11,2088.06,288.18,1706.46,1971.56,329.52,15542.68,16339.48,11424.16,14920.71,15587.86,11488.95,16165.11,17090.45,11358.79,18103.48,19268.76,12080.28,17520.5,18577.29,12084.53,18686.88,19959.64,12075.98,99.6,99.5,99.8,99.7,99.7,99.8,99.4,99.4,99.7,10,9.3,15.9,9.9,9.2,15.6,10.2,9.5,16.1
Madhya Pradesh,Barwani,400,450.99,181.83,417.47,468.35,199.42,381.56,432.65,163.32,1956.49,1842.7,2443.4,1751.4,1741.28,1794.76,2173.01,1949.84,3126.4,5888.53,5583.51,7193.82,5350.57,4887.77,7334.13,6456.5,6318.5,7046.08,8555.5,8228.36,9955.43,7800.12,7412.56,9461.25,9353.01,9090.2,10475.79,98.7,98.5,99.4,98.7,98.5,99.3,98.8,98.6,99.6,52.7,57.2,36.9,51.7,57,34.2,53.5,57.4,39.4
Madhya Pradesh,Betul,994.07,1101.73,526.8,974.81,1089.75,466.26,1014.96,1114.81,590.35,1255.27,864.8,2950.06,1301.58,944.84,2879.87,1205.05,777.37,3023.76,14236.82,15037.69,10760.69,13345.3,14095.85,10024.68,15203.49,16066.52,11533.48,16729.43,17254.99,14448.27,15822.97,16340.03,13535.38,17712.31,18254.47,15406.77,99.5,99.5,99.3,99.5,99.5,99.3,99.5,99.5,99.3,8.6,9.5,3.9,8.8,9.8,3.6,8.4,9.3,4.2
Madhya Pradesh,Bhind,109.69,108.68,111.39,122.52,114.23,136.84,94.57,102.06,82.06,1676.79,1335.5,2257.2,1700.67,1347.89,2309.8,1648.68,1320.72,2196.55,2181.16,2562.21,1533.14,1642.86,1893.76,1209.63,2814.97,3358.96,1906.2,4311.94,4423.87,4121.6,3833.36,3799.62,3891.63,4875.43,5167.92,4386.8,97.9,97.7,98.3,98.3,97.7,99.3,97.6,97.7,97.4,12,9.8,16,11.2,9.1,14.6,12.8,10.5,17.4
Madhya Pradesh,Bhopal,460.91,900.57,379.36,442.13,828.25,369.66,481.46,981.42,389.93,2212.81,2784.09,2106.85,2163.44,3346.06,1941.46,2266.85,2155.84,2287.17,3238.41,8037.51,2348.26,2933.16,7175.77,2136.8,3572.53,9000.89,2578.81,6639.4,12170.08,5613.56,6216.68,11765.14,5175.21,7102.11,12622.77,6091.49,94.4,83.9,98.6,93.2,81.9,98.1,95.5,86,99.1,34.8,42.7,32.1,34.1,46.1,29.8,35.4,39.3,34.1
Madhya Pradesh,Chhatarpur,1033.46,1126.98,747.43,1023.39,1119.24,728.35,1044.8,1135.74,768.72,746.85,587.12,1235.34,721.61,546.76,1259.84,775.31,632.78,1207.99,7948.58,6555.79,12208.03,7483.7,6154.65,11574.8,8472.71,7009.59,12914.56,9991.5,8553.88,14388.04,9450.13,8069.25,13700.79,10601.87,9102.15,15154.84,99.3,99,99.9,99.2,98.9,99.9,99.4,99.1,100,15.6,11.4,23.2,15.1,11.8,21,16.1,10.9,25.4
Madhya Pradesh,Chhindwara,464.55,456.68,484.55,500.44,460.07,602.32,426.93,453.15,359.83,3394.51,3529.99,3050.28,3502.65,3685.01,3042.47,3281.13,3368.1,3058.55,6985.2,7461.56,5774.88,6800.99,7305.07,5528.96,7178.34,7624.99,6035.33,12100.5,12767.45,10405.91,12010.7,12743.23,10162.16,12194.65,12792.75,10664.05,98.9,98.9,98.6,98.8,98.9,98.5,98.9,99,98.8,18.1,17.8,19.3,18.2,17.4,20.7,18.1,18.2,17.9
Madhya Pradesh,Damoh,1362.27,1466.72,1007.58,1270.16,1333.04,1054.85,1463.48,1614.21,956.34,2324.78,2677.45,1127.29,2203.57,2516.64,1131.57,2457.97,2854.86,1122.66,8907.65,9762.34,6005.59,8636.96,9658.22,5140.01,9205.09,9877.2,6943.87,14278.24,15633.43,9676.78,13527.95,14952.58,8649.79,15102.7,16384.58,10790.02,98.1,97.9,99.6,98.6,98.4,99.6,97.7,97.3,99.6,4.7,5.2,2.2,4,4.3,2,5.4,6.1,2.3
Madhya Pradesh,Datia,465.73,424.87,551.46,474.95,379.11,678.66,454.8,479.59,403.6,1560.37,1519.61,1645.88,1462.52,1489.74,1404.67,1676.31,1555.34,1926.25,1957.32,2146.2,1561.04,1636.5,1760.41,1373.11,2337.47,2607.53,1779.49,4194.63,4277.2,4021.38,3768.06,3795.87,3708.96,4700.07,4852.79,4384.52,41.1,33.8,57.4,39.6,32.5,54.9,42.6,35,59.8,23.1,15.8,32.7,22.4,17.5,28.7,23.8,14.4,36.4
Madhya Pradesh,Dewas,74.56,85.6,53.29,103.81,116.84,78.86,43.17,52.22,25.61,1061.28,1341.93,520.56,1038.47,1288.43,559.89,1085.76,1399.08,477.98,1792.91,1881.02,1623.15,1585.96,1652.34,1458.88,2014.99,2125.32,1800.96,3094.11,3478.9,2352.75,2903.79,3234.24,2271.11,3298.34,3740.26,2441.11,97.2,97.3,97,96.3,96.6,95.5,98.2,97.9,99,13.4,13.2,13.6,13.6,13.9,12.7,13.1,12.7,14.5
Madhya Pradesh,Dhar,257.58,250.24,286.25,250.44,235.21,308.28,265.12,265.92,261.92,194.18,148.27,373.37,231.05,173.26,450.56,155.25,122.19,288.11,2943,3052.93,2514,2922.63,3036.56,2489.92,2964.52,3070.02,2540.6,3868.39,3896.54,3758.56,3855.73,3878.18,3770.45,3881.77,3915.7,3745.42,53.2,51.7,59.3,51.5,50.6,54.7,55.1,52.8,64.3,35.2,35.5,34.1,39.3,39.3,39.1,31.2,31.7,29.3
Madhya Pradesh,Dindori,623.45,643.11,NA,611.29,625.73,NA,635.77,660.71,NA,6697.44,6683.05,NA,6280.2,6295.94,NA,7120.24,7075.15,NA,6355.84,6570.84,NA,6051.94,6277.83,NA,6663.79,6867.63,NA,14184.68,14412.92,NA,13352.33,13607.27,NA,15028.13,15228.96,NA,89.4,89.5,NA,89.3,89.5,NA,89.4,89.5,NA,20.7,20.6,NA,20.1,19.8,NA,21.3,21.3,NA
Madhya Pradesh,East Nimar,561.36,596.85,460.39,581.92,601.75,525.2,539.34,591.59,391.63,4021.02,3320.33,6014.32,3458.61,2876.51,5124.2,4623.16,3796.98,6958.88,4587.91,4433.29,5027.77,4273.47,4139.87,4655.78,4924.56,4748.43,5422.5,9705.69,8907.1,11977.49,8861.62,8143.81,10915.54,10609.39,9726.88,13104.38,79.6,70,100,79.1,69.3,100,80.1,70.6,100,18.6,22.2,13.2,19.7,23.8,13.8,17.6,20.9,12.8
Madhya Pradesh,Guna,769.76,756.95,803.42,742.85,719.8,803.52,800.4,799.3,803.3,1572.9,1385.8,2064.48,1630.13,1413.65,2200.11,1507.74,1354.05,1910.55,4880.56,4980.84,4617.11,4923.25,5187.29,4228.05,4831.95,4745.47,5058.62,7464.32,7340.33,7790.09,7536.97,7565.73,7461.26,7381.6,7083.35,8163.27,31.2,23.9,49.2,28.8,22.7,45.1,34,25.5,53.5,28.8,25.9,32.4,29.6,25,35.8,28.1,26.9,29.4
Madhya Pradesh,Gwalior,159.29,134.61,169.4,150.57,131.32,158.68,169.44,138.6,181.68,1963.06,2418.43,1776.39,1963.76,2492.11,1741.09,1962.25,2328.82,1816.81,1683.85,2410.85,1385.82,1629.81,2327.96,1335.57,1746.83,2511.67,1443.35,4070.65,5213.37,3602.18,4028.95,5242.66,3517.43,4119.22,5177.74,3699.22,82,54.4,98.4,80.9,52.9,98.5,83.5,56.2,98.6,22.1,20.1,22.7,22,20.7,22.4,22.2,19.5,23.1
Madhya Pradesh,Harda,404.85,406.11,400.24,429.25,427.08,437.28,378.24,383.16,360.25,514.65,423.93,848.27,499.47,463.42,632.91,531.2,380.73,1080.75,5253.88,6006.78,2485.07,5104.37,5802.62,2520.14,5416.97,6230.12,2447.2,6472.68,7142.78,4008.36,6373.82,7054.4,3855.01,6580.51,7239.46,4173.91,99,99,99.1,99,99,98.8,99,99,99.4,8.3,7.4,14.1,9,8,15.4,7.6,6.8,12.9
