State_Name,State_District_Name,ZZ_Crude_Birth_Rate_Total_Lower_Limit,ZZ_Crude_Birth_Rate_Total_Upper_Limit,ZZ_Crude_Birth_Rate_Rural_Lower_Limit,ZZ_Crude_Birth_Rate_Rural_Upper_Limit,ZZ_Crude_Birth_Rate_Urban_Lower_Limit,ZZ_Crude_Birth_Rate_Urban_Upper_Limit,ZZ_Crude_Death_Rate_Total_Lower_Limit,ZZ_Crude_Death_Rate_Total_Upper_Limit,ZZ_Crude_Death_Rate_Rural_Lower_Limit,ZZ_Crude_Death_Rate_Rural_Upper_Limit,ZZ_Crude_Death_Rate_Urban_Lower_Limit,ZZ_Crude_Death_Rate_Urban_Upper_Limit,ZZ_Infant_Mortality_Rate_Total_Lower_Limit,ZZ_Infant_Mortality_Rate_Total_Upper_Limit,ZZ_Infant_Mortality_Rate_Rural_Lower_Limit,ZZ_Infant_Mortality_Rate_Rural_Upper_Limit,ZZ_Infant_Mortality_Rate_Urban_Lower_Limit,ZZ_Infant_Mortality_Rate_Urban_Upper_Limit,ZZ_Under_Five_Mortality_Rate_U5MR_Total_Lower_Limit,ZZ_Under_Five_Mortality_Rate_U5MR_Total_Upper_Limit,ZZ_Under_Five_Mortality_Rate_U5MR_Rural_Lower_Limit,ZZ_Under_Five_Mortality_Rate_U5MR_Rural_Upper_Limit,ZZ_Under_Five_Mortality_Rate_U5MR_Urban_Lower_Limit,ZZ_Under_Five_Mortality_Rate_U5MR_Urban_Upper_Limit,ZZ_Sex_Ratio_At_Birth_Total_Lower_Limit,ZZ_Sex_Ratio_At_Birth_Total_Upper_Limit,ZZ_Sex_Ratio_At_Birth_Rural_Lower_Limit,ZZ_Sex_Ratio_At_Birth_Rural_Upper_Limit,ZZ_Sex_Ratio_At_Birth_Urban_Lower_Limit,ZZ_Sex_Ratio_At_Birth_Urban_Upper_Limit
Madhya Pradesh,Sehore,24.8,28,24.7,27.8,21.6,32.2,6.1,8.1,6.2,8.6,4.4,7.6,49.1,84.36,51.17,91.51,NA,NA,72,95,78,105,NA,NA,837,990,832,1007,740,1064
Madhya Pradesh,Seoni,24,27.6,24.5,28.2,15.8,25.4,8.1,9.9,8.3,10.1,4.4,9.5,53.61,80.22,55.63,84.53,14.58,44.68,74,96,77,100,19,67,863,1003,862,1009,714,1135
Madhya Pradesh,Shahdol,22.4,25.2,24.4,27.6,15.6,20.8,8.8,10.4,9.8,11.8,5.4,8,54.73,86.92,53.66,91.81,35.73,92.37,73,97,75,102,50,97,869,1028,847,1026,832,1182
Madhya Pradesh,Shajapur,23.6,25.5,23.2,25.4,23.5,27.5,7.5,8.7,7.4,8.9,7.2,8.6,47.8,64.73,47.59,66.63,35.64,71.89,71,88,72,92,56,89,832,943,808,932,827,1071
Madhya Pradesh,Sheopur,20.5,23.9,21.2,25.2,15.1,19.6,6.3,8,6.6,8.6,4,5.4,61.34,82,62.91,87.11,41.03,59.19,87,108,93,116,37,81,913,1055,910,1065,800,1155
Madhya Pradesh,Shivpuri,28.9,32.5,29.4,33.2,22.4,32.3,8.7,10.3,8.5,10.3,8.3,11.4,57.68,80.11,54.54,79.55,55.98,104.7,90,110,88,109,84,135,844,961,848,978,715,984
Madhya Pradesh,Sidhi,24.2,27.5,24.9,28.6,17.2,23.9,6.9,8,7.4,8.7,3.6,4.6,57.9,76.52,59.49,80.16,33.18,59.99,100,124,107,133,32,82,845,981,851,998,667,1027
Madhya Pradesh,Tikamgarh,24.3,27.5,25.6,29,16.3,24.5,6.7,7.6,7,8,4.7,7.2,50.83,71.76,50.76,74.25,32.67,77.26,75,92,78,97,47,88,837,950,844,968,704,979
Madhya Pradesh,Ujjain,21.9,25.4,24.2,29.2,17.5,21.6,5.7,6.7,6.3,7.8,4.4,5.6,42.32,65.88,44.77,76.96,25.45,57.42,60,80,69,95,37,66,859,1004,843,1023,815,1058
Madhya Pradesh,Umaria,27.7,30.8,29.3,32.7,18.9,25.9,9.3,10.8,9.5,11,7.2,11.3,52.52,67.03,53.84,68.28,27.69,77.7,91,107,95,114,56,91,878,984,872,988,810,1083
Madhya Pradesh,Vidisha,27.1,32,29.1,35.6,19.8,25.3,8.3,9.9,8.6,10.9,6.5,8.6,52.43,77.6,54.81,86.56,33.97,55.69,84,105,94,120,41,71,852,983,859,1018,742,966
Madhya Pradesh,West Nimar,24.3,26.9,24.9,27.8,19.5,24.8,10.5,12.1,10.9,12.6,7.6,10.6,48.76,64.14,49.69,66.4,28.03,66.15,70,82,73,86,44,72,838,913,837,919,765,967
Odisha,Anugul,16.6,18.3,16.7,18.5,13.8,19.7,6.6,7.6,6.9,8.1,4.3,6.3,39,56,40,60,23,52,52,67,54,71,28,60,824,937,823,947,730,1005
Odisha,Balangir,19.5,21.9,19.7,22.3,15.2,19.9,9,10.9,9.1,11.3,5.9,8.7,82,111,84,113,35,106,99,123,102,126,41,108,871,1009,860,1002,834,1373
Odisha,Baleshwar,17.6,19.6,18,20.1,12.7,18.7,6.2,7.1,6.1,7.1,5.8,8.6,38,53,38,55,18,53,44,58,45,60,18,59,869,991,873,1003,691,1057
Odisha,Bargarh,16.6,18.2,16.6,18.2,13.9,20.5,9.2,10.3,9.6,10.6,4.1,7.6,52,68,53,70,18,56,61,77,62,79,29,76,797,899,774,878,927,1409
Odisha,Baudh,26.2,32,26.6,32.9,14.5,20.1,9.2,11.4,9.4,11.7,2.9,8.3,47,67,48,69,0,49,73,98,75,101,0,54,852,1017,849,1020,648,1336
Odisha,Bhadrak,19.4,21,19.2,20.9,18.9,23.5,7.5,8.2,7.7,8.4,5.4,7.8,42,54,44,55,14,59,49,62,51,65,22,54,793,883,773,867,824,1153
Odisha,Cuttack,18.4,20.3,18.1,20.5,18.1,21,6.3,7.2,6.7,7.9,4.6,5.9,49,64,57,76,19,38,77,92,91,109,30,52,897,997,878,991,883,1094
Odisha,Debagarh,17.2,19.7,17.5,20,11.7,19,7.9,9.7,7.8,9.8,7.4,10.2,44,76,46,81,0,32,63,89,67,95,3,45,869,1057,864,1065,713,1266
Odisha,Dhenkanal,19.7,21.4,20.1,21.9,13.3,19.6,9.7,11.3,9.9,11.6,5.6,10,55,78,55,79,18,96,69,87,70,88,33,97,809,923,810,928,631,1069
Odisha,Gajapati,18.2,21.7,18.5,22.5,11.8,18.3,6.8,8.4,6.7,8.6,5.2,9.1,42,70,42,72,17,76,69,92,72,97,22,78,838,987,829,988,763,1224
Odisha,Ganjam,17.8,19.9,17.9,20.2,15.9,20.3,7.7,8.9,7.8,9.1,6,8.8,44,68,48,76,9,30,77,96,87,108,14,45,820,938,827,956,674,978
Odisha,Jagatsinghapur,16.6,18.7,16.7,19,13.3,19,6.4,7.5,6.8,8,2.6,4.3,36,59,38,64,2,36,54,71,57,75,11,49,880,1011,898,1039,613,960
Odisha,Jajapur,16.9,18.7,17.1,18.9,9.7,19.6,7.2,8.1,7.2,8.2,4.4,8.8,40,55,40,56,18,50,49,64,50,65,5,64,857,969,862,976,560,1074
Odisha,Jharsuguda,16.5,17.4,16.1,17.1,16.6,18.2,7.7,8.3,8.6,9.4,5.9,6.7,38,46,40,50,30,43,44,53,47,59,34,48,869,946,869,965,830,958
Odisha,Kalahandi,18.2,21.6,19,21.7,7.9,24.1,6,7.4,6.3,7.7,2.6,6.2,44,63,47,67,0,48,63,83,67,89,3,43,837,978,830,976,718,1264
Odisha,Kandhamal,19,23.2,19.3,23.9,12.3,19.4,8,9.9,8.2,10.3,4.7,7.5,66,98,68,102,16,66,124,153,130,162,23,82,810,964,794,955,834,1418
Odisha,Kendrapara,17.3,19.3,17.5,19.6,13.4,16.4,8.3,9.3,8.4,9.5,5.8,8.3,50,66,51,68,0,54,57,73,58,75,6,54,901,1025,898,1026,744,1316
Odisha,Kendujhar,19.1,21.6,19.4,22.2,15.6,21,8.6,9.8,9,10.2,6.2,8.8,46,60,46,61,31,64,62,77,62,79,47,82,883,999,866,993,873,1164
Odisha,Khordha,17.9,19.5,18.6,20.8,16.4,18.6,7.9,8.6,8.7,9.8,6.5,7.4,61,74,64,82,50,69,90,102,102,118,70,86,868,939,852,945,857,966
Odisha,Koraput,22.8,26.9,23.2,27.8,16.4,27.4,6.8,8.7,7,9.4,4.7,6.5,40,55,42,59,21,49,56,75,58,79,28,71,842,985,828,983,792,1164
Odisha,Malkangiri,22.6,26,23,26.6,12.4,25.7,6.4,7.9,6.7,8.2,2.2,5.6,39,57,39,58,14,66,65,81,65,82,31,83,884,1001,882,1003,745,1190
Odisha,Mayurbhanj,18.7,20.7,19,21.2,11.7,16.6,7.9,9.1,7.9,9.2,6.3,10.3,37,58,38,60,6,38,53,71,55,73,3,49,866,1005,865,1009,667,1197
Odisha,Nabarangapur,23,25.5,23.4,26,12.3,18.7,7.2,8.2,7.3,8.3,3.9,6,41,58,41,59,11,78,74,92,76,94,6,83,883,1009,881,1009,658,1412
Odisha,Nayagarh,20.7,23.8,21,24.3,10.3,16.8,6.8,8,6.9,8.1,3.2,7,40,57,41,58,0,72,61,80,62,82,0,62,857,1001,853,998,NA,NA
Odisha,Nuapada,18.9,21.7,19.2,22.1,7.2,16.2,8.3,9.5,8.4,9.6,5.7,7.7,51,70,51,70,36,82,71,88,72,89,9,109,780,885,776,881,NA,NA
Odisha,Puri,16.5,18.2,16.4,18.2,14.5,20.4,8.2,9.3,8.4,9.7,6.1,8.2,61,89,64,96,24,71,92,110,95,116,57,98,846,956,845,965,751,1027
Odisha,Rayagada,20.7,24.3,21.6,25.7,13.4,20.7,7.5,9.4,7.5,9.7,6.1,9.3,46,69,48,74,24,47,86,111,91,119,35,83,828,979,819,986,742,1116
Odisha,Sambalpur,17.5,19.7,17.6,20.6,16.4,19.3,8.4,9.8,9.2,10.9,6.5,8.7,37,57,45,72,12,42,52,71,64,90,24,47,823,960,797,972,799,1021
Odisha,Sonapur,19.5,21.8,19.6,21.9,15.2,22.5,7,8.1,7,8.2,5.3,7.2,41,56,42,57,5,60,68,86,69,87,25,86,864,986,868,995,617,1051
Odisha,Sundargarh,16.7,18.8,17.6,20.1,13.6,17.3,6.7,7.8,7.8,9.2,3.8,5.4,38,56,43,66,13,38,49,65,57,76,21,44,845,967,844,987,775,1005
Rajasthan,Ajmer,21.9,24.6,23.6,27.1,18,22.4,5.9,6.6,6,6.9,5.3,6.6,41,59,47,70,22,47,62,77,69,88,41,67,845,952,809,929,846,1073
Rajasthan,Alwar,20.8,23.8,21.1,24.3,15.1,22,5.3,6.2,5.4,6.3,3.9,7,45,59,46,60,19,56,66,82,67,84,38,86,844,953,835,949,791,1178
Rajasthan,Banswara,28.5,31.4,29.2,32.2,11.7,23.6,6.7,7.8,6.8,7.9,3.2,7.2,50,64,50,64,NA,NA,86,103,88,106,NA,NA,869,979,876,988,463,1019
Rajasthan,Baran,23.9,25.9,24.9,27.1,16.7,20.8,5.9,6.9,6.3,7.3,3.3,5.2,45,66,43,65,37,96,62,80,63,81,43,94,857,981,856,987,732,1103
Rajasthan,Barmer,29.9,33.6,30.4,34.1,19.2,32.6,5.8,6.7,5.8,6.8,4.3,7.2,62,78,63,79,39,77,77,92,78,94,39,94,858,959,850,953,823,1261
Rajasthan,Bharatpur,21.5,24.6,21.9,25.4,17.7,23.2,5.2,6.2,5.3,6.2,4.1,6.7,43,55,44,57,25,61,63,77,65,79,42,78,825,918,815,913,774,1053
Rajasthan,Bhilwara,20.4,23.5,20.8,24.6,16.5,21.6,6.5,7.9,6.8,8.4,3.9,7.4,54,74,56,80,21,63,69,91,73,98,28,80,917,1082,935,1117,695,1100
Rajasthan,Bikaner,22.6,25.7,24,27.7,18.9,24.1,5.4,6.9,5.8,7.6,4,6.4,40,54,45,66,21,42,59,76,64,85,39,69,854,979,809,949,863,1127
Rajasthan,Bundi,21.7,24,22.7,25.4,17.4,20.8,7,8.3,7.3,8.6,5.3,7.9,55,76,59,84,22,55,76,94,83,104,30,66,864,987,830,960,903,1264
Rajasthan,Chittaurgarh,19.8,21.9,20.5,22.9,14.9,19.3,5.1,6.2,5.5,6.7,2.9,4.8,51,75,54,82,15,59,67,87,73,94,21,63,844,979,828,970,789,1225
Rajasthan,Churu,21.5,24.5,22.1,25.6,17.4,24,5.4,6.5,5.5,6.6,4.5,7.1,40,55,42,61,25,45,54,70,57,75,30,68,842,963,820,949,813,1129
Rajasthan,Dausa,21,22.6,21.1,22.8,18.2,23.1,6.2,7.3,6.3,7.3,4.2,8.3,46,60,47,62,9,68,72,91,74,93,28,87,797,911,785,902,746,1250
Rajasthan,Dhaulpur,27.3,29.9,28.6,31.5,21,27.7,5.5,6.3,6,6.9,3.5,5.2,50,67,54,69,NA,NA,64,82,69,88,NA,NA,796,908,778,900,766,1057
Rajasthan,Dungarpur,26.1,28.6,26.9,29.4,15.7,21,6.2,6.9,6.3,7,4.4,6.4,57,70,56,69,NA,NA,75,88,75,89,NA,NA,856,945,846,937,834,1392
Rajasthan,Ganganagar,20.9,23.2,21.8,24.6,17,21.3,5.6,6.7,5.7,6.8,4.9,6.9,43,60,46,68,26,46,63,79,63,81,50,80,842,951,841,968,771,985
Rajasthan,Hanumangarh,21.1,24.8,21.2,25.5,17.9,24.7,5.4,6.7,5.5,6.9,3.9,7.5,37,54,39,58,15,53,55,70,59,76,25,61,825,936,836,956,683,977
Rajasthan,Jaipur,21.4,23.7,21.2,24.6,20.6,23.7,5.2,6.1,5.2,6.6,4.9,6.1,42,58,48,73,30,49,58,73,68,89,43,63,802,902,761,890,803,958
Rajasthan,Jaisalmer,22,25.7,22.4,26.5,17.4,24.2,5.8,7.4,5.8,7.7,4.4,6.6,42,57,43,60,25,48,62,81,64,85,29,74,788,916,764,899,807,1200
Rajasthan,Jalor,25.8,28.5,26.4,29.3,14.7,23.3,6.7,8,6.8,8.1,4.1,7.4,63,80,64,82,21,70,86,101,89,104,25,86,839,932,830,925,792,1359
Rajasthan,Jhalawar,23.1,26,23.7,27.2,18.2,21.7,7,8.2,7.3,8.6,4,7.2,50,75,53,80,16,61,69,88,74,94,22,60,829,951,832,963,693,1024
Rajasthan,Jhunjhunun,21.8,23.9,22.4,25,18.6,21.6,5.3,6.1,5.5,6.3,4.1,6.1,42,53,44,56,24,53,63,75,65,78,43,72,878,963,857,948,871,1125
Rajasthan,Jodhpur,22.3,24.6,23.2,25.1,19.8,25,5.5,6.6,5.3,6.7,5.3,6.9,38,53,43,62,21,44,56,70,63,79,34,61,863,970,881,1005,763,987
Rajasthan,Karauli,24.9,28.8,27.2,30.4,12.5,25.5,5.6,7,6.1,7.3,3,6.5,59,79,60,79,31,109,71,92,72,94,43,106,776,902,780,914,617,1004
Rajasthan,Kota,20.3,22.9,21.9,25.8,17.9,21.5,5,6.1,6.1,7.9,3.6,5.1,28,45,36,57,13,39,39,55,53,77,21,40,814,943,826,1001,752,947
Rajasthan,Nagaur,22,24.1,22.2,24.3,19,25.1,5.8,6.7,5.9,6.9,4.5,6.5,44,59,46,63,18,53,62,75,64,79,32,71,806,900,799,898,734,1039
Rajasthan,Pali,21.2,24.2,22.1,25.7,16.3,20.8,6.2,7.4,6.7,7.9,3.7,6.1,45,63,47,68,22,52,64,79,70,87,26,59,838,939,843,952,719,996
Rajasthan,Rajsamand,25.5,28.7,26.7,30.3,17.7,20.6,7.6,8.8,8.1,9.5,3.7,5.5,51,68,54,72,NA,NA,71,89,76,96,NA,NA,779,890,775,891,665,1057
