State,LandCategory,Region,Region or State,Year,Acre Value
Virginia,Cropland,Appalachian,State,2002,2550
West Virginia,Cropland,Appalachian,State,2002,1920
Southeast,Cropland,Southeast,Region,2002,2240
Alabama,Cropland,Southeast,State,2002,1600
Florida,Cropland,Southeast,State,2002,3730
Georgia,Cropland,Southeast,State,2002,1970
South Carolina,Cropland,Southeast,State,2002,1600
Delta,Cropland,Delta States,Region,2002,1160
Arkansas,Cropland,Delta States,State,2002,1180
Louisiana,Cropland,Delta States,State,2002,1190
Mississippi,Cropland,Delta States,State,2002,1100
Southern Plains,Cropland,Southern Plains,Region,2002,808
Oklahoma,Cropland,Southern Plains,State,2002,643
Texas,Cropland,Southern Plains,State,2002,871
Mountain,Cropland,Mountain,Region,2002,1120
Arizona,Cropland,Mountain,State,2002,5600
Colorado,Cropland,Mountain,State,2002,999
Idaho,Cropland,Mountain,State,2002,1600
Montana,Cropland,Mountain,State,2002,503
Nevada,Cropland,Mountain,State,2002,1850
New Mexico,Cropland,Mountain,State,2002,1440
Utah,Cropland,Mountain,State,2002,2880
Wyoming,Cropland,Mountain,State,2002,915
Pacific,Cropland,Pacific,Region,2002,3410
California,Cropland,Pacific,State,2002,5730
Oregon,Cropland,Pacific,State,2002,1650
Washington,Cropland,Pacific,State,2002,1450
United States,Cropland,Continental U.S.,Region,2002,1590
Northeast,Cropland,Northeast,Region,2003,3400
Delaware,Cropland,Northeast,State,2003,3850
Maryland,Cropland,Northeast,State,2003,4000
New Jersey,Cropland,Northeast,State,2003,9300
New York,Cropland,Northeast,State,2003,1390
Pennsylvania,Cropland,Northeast,State,2003,3500
Other States,Cropland,Northeast,State,2003,5920
Lake,Cropland,Lake States,Region,2003,1860
Michigan,Cropland,Lake States,State,2003,2350
Minnesota,Cropland,Lake States,State,2003,1520
Wisconsin,Cropland,Lake States,State,2003,2200
Corn Belt,Cropland,Corn Belt,Region,2003,2270
Illinois,Cropland,Corn Belt,State,2003,2500
Indiana,Cropland,Corn Belt,State,2003,2550
Iowa,Cropland,Corn Belt,State,2003,2120
Missouri,Cropland,Corn Belt,State,2003,1580
Ohio,Cropland,Corn Belt,State,2003,2750
Northern Plains,Cropland,Northern Plains,Region,2003,737
Kansas,Cropland,Northern Plains,State,2003,684
Nebraska,Cropland,Northern Plains,State,2003,1210
North Dakota,Cropland,Northern Plains,State,2003,460
South Dakota,Cropland,Northern Plains,State,2003,681
Appalachian,Cropland,Appalachian,Region,2003,2490
Kentucky,Cropland,Appalachian,State,2003,2100
North Carolina,Cropland,Appalachian,State,2003,2950
Tennessee,Cropland,Appalachian,State,2003,2350
Virginia,Cropland,Appalachian,State,2003,2800
West Virginia,Cropland,Appalachian,State,2003,2050
Southeast,Cropland,Southeast,Region,2003,2350
Alabama,Cropland,Southeast,State,2003,1700
Florida,Cropland,Southeast,State,2003,3690
Georgia,Cropland,Southeast,State,2003,2150
South Carolina,Cropland,Southeast,State,2003,1750
Delta,Cropland,Delta States,Region,2003,1210
Arkansas,Cropland,Delta States,State,2003,1220
Louisiana,Cropland,Delta States,State,2003,1240
Mississippi,Cropland,Delta States,State,2003,1160
Southern Plains,Cropland,Southern Plains,Region,2003,863
Oklahoma,Cropland,Southern Plains,State,2003,668
Texas,Cropland,Southern Plains,State,2003,937
Mountain,Cropland,Mountain,Region,2003,1170
Arizona,Cropland,Mountain,State,2003,6000
Colorado,Cropland,Mountain,State,2003,1050
Idaho,Cropland,Mountain,State,2003,1680
Montana,Cropland,Mountain,State,2003,520
Nevada,Cropland,Mountain,State,2003,1900
New Mexico,Cropland,Mountain,State,2003,1470
Utah,Cropland,Mountain,State,2003,2960
Wyoming,Cropland,Mountain,State,2003,957
Pacific,Cropland,Pacific,Region,2003,3500
California,Cropland,Pacific,State,2003,5920
Oregon,Cropland,Pacific,State,2003,1670
Washington,Cropland,Pacific,State,2003,1470
United States,Cropland,Continental U.S.,Region,2003,1660
Northeast,Cropland,Northeast,Region,2004,3800
Delaware,Cropland,Northeast,State,2004,5700
Maryland,Cropland,Northeast,State,2004,5600
New Jersey,Cropland,Northeast,State,2004,9900
New York,Cropland,Northeast,State,2004,1470
Pennsylvania,Cropland,Northeast,State,2004,3700
Other States,Cropland,Northeast,State,2004,6230
Lake,Cropland,Lake States,Region,2004,2030
Michigan,Cropland,Lake States,State,2004,2550
Minnesota,Cropland,Lake States,State,2004,1690
Wisconsin,Cropland,Lake States,State,2004,2350
Corn Belt,Cropland,Corn Belt,Region,2004,2450
Illinois,Cropland,Corn Belt,State,2004,2700
Indiana,Cropland,Corn Belt,State,2004,2750
Iowa,Cropland,Corn Belt,State,2004,2320
Missouri,Cropland,Corn Belt,State,2004,1690
Ohio,Cropland,Corn Belt,State,2004,2940
Northern Plains,Cropland,Northern Plains,Region,2004,783
Kansas,Cropland,Northern Plains,State,2004,705
Nebraska,Cropland,Northern Plains,State,2004,1290
North Dakota,Cropland,Northern Plains,State,2004,490
South Dakota,Cropland,Northern Plains,State,2004,747
Appalachian,Cropland,Appalachian,Region,2004,2670
Kentucky,Cropland,Appalachian,State,2004,2230
North Carolina,Cropland,Appalachian,State,2004,3150
Tennessee,Cropland,Appalachian,State,2004,2420
Virginia,Cropland,Appalachian,State,2004,3300
West Virginia,Cropland,Appalachian,State,2004,2200
Southeast,Cropland,Southeast,Region,2004,2460
Alabama,Cropland,Southeast,State,2004,1800
Florida,Cropland,Southeast,State,2004,3810
Georgia,Cropland,Southeast,State,2004,2260
South Carolina,Cropland,Southeast,State,2004,1850
Delta,Cropland,Delta States,Region,2004,1270
Arkansas,Cropland,Delta States,State,2004,1290
Louisiana,Cropland,Delta States,State,2004,1300
Mississippi,Cropland,Delta States,State,2004,1210
Southern Plains,Cropland,Southern Plains,Region,2004,902
Oklahoma,Cropland,Southern Plains,State,2004,697
Texas,Cropland,Southern Plains,State,2004,981
Mountain,Cropland,Mountain,Region,2004,1200
Arizona,Cropland,Mountain,State,2004,6400
Colorado,Cropland,Mountain,State,2004,1060
Idaho,Cropland,Mountain,State,2004,1710
Montana,Cropland,Mountain,State,2004,548
Nevada,Cropland,Mountain,State,2004,1950
New Mexico,Cropland,Mountain,State,2004,1450
Utah,Cropland,Mountain,State,2004,2900
Wyoming,Cropland,Mountain,State,2004,972
Pacific,Cropland,Pacific,Region,2004,3570
California,Cropland,Pacific,State,2004,6020
Oregon,Cropland,Pacific,State,2004,1690
Washington,Cropland,Pacific,State,2004,1510
United States,Cropland,Continental U.S.,Region,2004,1770
Northeast,Cropland,Northeast,Region,2005,4320
Delaware,Cropland,Northeast,State,2005,8100
Maryland,Cropland,Northeast,State,2005,7200
New Jersey,Cropland,Northeast,State,2005,13000
New York,Cropland,Northeast,State,2005,1520
Pennsylvania,Cropland,Northeast,State,2005,4030
Other States,Cropland,Northeast,State,2005,6770
Lake,Cropland,Lake States,Region,2005,2230
Michigan,Cropland,Lake States,State,2005,2680
Minnesota,Cropland,Lake States,State,2005,1920
Wisconsin,Cropland,Lake States,State,2005,2540
Corn Belt,Cropland,Corn Belt,Region,2005,2790
Illinois,Cropland,Corn Belt,State,2005,3250
Indiana,Cropland,Corn Belt,State,2005,2980
Iowa,Cropland,Corn Belt,State,2005,2760
Missouri,Cropland,Corn Belt,State,2005,1830
Ohio,Cropland,Corn Belt,State,2005,3190
Northern Plains,Cropland,Northern Plains,Region,2005,890
Kansas,Cropland,Northern Plains,State,2005,806
Nebraska,Cropland,Northern Plains,State,2005,1420
North Dakota,Cropland,Northern Plains,State,2005,550
South Dakota,Cropland,Northern Plains,State,2005,876
Appalachian,Cropland,Appalachian,Region,2005,2940
Kentucky,Cropland,Appalachian,State,2005,2450
North Carolina,Cropland,Appalachian,State,2005,3350
Tennessee,Cropland,Appalachian,State,2005,2590
Virginia,Cropland,Appalachian,State,2005,3850
West Virginia,Cropland,Appalachian,State,2005,3200
Southeast,Cropland,Southeast,Region,2005,3330
Alabama,Cropland,Southeast,State,2005,2050
Florida,Cropland,Southeast,State,2005,6260
Georgia,Cropland,Southeast,State,2005,2700
South Carolina,Cropland,Southeast,State,2005,2020
Delta,Cropland,Delta States,Region,2005,1420
Arkansas,Cropland,Delta States,State,2005,1440
Louisiana,Cropland,Delta States,State,2005,1450
Mississippi,Cropland,Delta States,State,2005,1370
Southern Plains,Cropland,Southern Plains,Region,2005,979
Oklahoma,Cropland,Southern Plains,State,2005,845
Texas,Cropland,Southern Plains,State,2005,1030
Mountain,Cropland,Mountain,Region,2005,1230
Arizona,Cropland,Mountain,State,2005,9000
Colorado,Cropland,Mountain,State,2005,1000
Idaho,Cropland,Mountain,State,2005,1810
Montana,Cropland,Mountain,State,2005,588
Nevada,Cropland,Mountain,State,2005,2180
New Mexico,Cropland,Mountain,State,2005,1140
Utah,Cropland,Mountain,State,2005,2170
Wyoming,Cropland,Mountain,State,2005,812
Pacific,Cropland,Pacific,Region,2005,4380
California,Cropland,Pacific,State,2005,7730
Oregon,Cropland,Pacific,State,2005,1760
Washington,Cropland,Pacific,State,2005,1560
United States,Cropland,Continental U.S.,Region,2005,2060
Northeast,Cropland,Northeast,Region,2006,4970
Delaware,Cropland,Northeast,State,2006,10000
Maryland,Cropland,Northeast,State,2006,8200
New Jersey,Cropland,Northeast,State,2006,14900
New York,Cropland,Northeast,State,2006,1800
Pennsylvania,Cropland,Northeast,State,2006,4680
Other States,Cropland,Northeast,State,2006,7370
Lake,Cropland,Lake States,Region,2006,2480
Michigan,Cropland,Lake States,State,2006,2900
Minnesota,Cropland,Lake States,State,2006,2130
Wisconsin,Cropland,Lake States,State,2006,2900
Corn Belt,Cropland,Corn Belt,Region,2006,3090
Illinois,Cropland,Corn Belt,State,2006,3640
Indiana,Cropland,Corn Belt,State,2006,3250
Iowa,Cropland,Corn Belt,State,2006,3100
Missouri,Cropland,Corn Belt,State,2006,2010
Ohio,Cropland,Corn Belt,State,2006,3470
Northern Plains,Cropland,Northern Plains,Region,2006,985
Kansas,Cropland,Northern Plains,State,2006,854
Nebraska,Cropland,Northern Plains,State,2006,1560
North Dakota,Cropland,Northern Plains,State,2006,610
South Dakota,Cropland,Northern Plains,State,2006,1040
Appalachian,Cropland,Appalachian,Region,2006,3290
Kentucky,Cropland,Appalachian,State,2006,2810
North Carolina,Cropland,Appalachian,State,2006,3450
Tennessee,Cropland,Appalachian,State,2006,2820
Virginia,Cropland,Appalachian,State,2006,4800
West Virginia,Cropland,Appalachian,State,2006,3300
Southeast,Cropland,Southeast,Region,2006,3790
Alabama,Cropland,Southeast,State,2006,2300
Florida,Cropland,Southeast,State,2006,6540
Georgia,Cropland,Southeast,State,2006,3620
South Carolina,Cropland,Southeast,State,2006,2110
Delta,Cropland,Delta States,Region,2006,1540
Arkansas,Cropland,Delta States,State,2006,1550
Louisiana,Cropland,Delta States,State,2006,1530
Mississippi,Cropland,Delta States,State,2006,1530
Southern Plains,Cropland,Southern Plains,Region,2006,1110
Oklahoma,Cropland,Southern Plains,State,2006,889
Texas,Cropland,Southern Plains,State,2006,1190
Mountain,Cropland,Mountain,Region,2006,1520
Arizona,Cropland,Mountain,State,2006,10500
Colorado,Cropland,Mountain,State,2006,1170
Idaho,Cropland,Mountain,State,2006,2450
Montana,Cropland,Mountain,State,2006,756
Nevada,Cropland,Mountain,State,2006,2670
New Mexico,Cropland,Mountain,State,2006,1370
Utah,Cropland,Mountain,State,2006,2620
Wyoming,Cropland,Mountain,State,2006,970
Pacific,Cropland,Pacific,Region,2006,4690
California,Cropland,Pacific,State,2006,8290
Oregon,Cropland,Pacific,State,2006,1950
Washington,Cropland,Pacific,State,2006,1620
United States,Cropland,Continental U.S.,Region,2006,2300
Northeast,Cropland,Northeast,Region,2007,5350
Delaware,Cropland,Northeast,State,2007,10200
Maryland,Cropland,Northeast,State,2007,8400
New Jersey,Cropland,Northeast,State,2007,16000
New York,Cropland,Northeast,State,2007,1900
Pennsylvania,Cropland,Northeast,State,2007,5330
Other States,Cropland,Northeast,State,2007,7690
Lake,Cropland,Lake States,Region,2007,2830
Michigan,Cropland,Lake States,State,2007,3280
Minnesota,Cropland,Lake States,State,2007,2420
Wisconsin,Cropland,Lake States,State,2007,3370
Corn Belt,Cropland,Corn Belt,Region,2007,3530
Illinois,Cropland,Corn Belt,State,2007,4150
Indiana,Cropland,Corn Belt,State,2007,3640
Iowa,Cropland,Corn Belt,State,2007,3600
Missouri,Cropland,Corn Belt,State,2007,2330
Ohio,Cropland,Corn Belt,State,2007,3820
Northern Plains,Cropland,Northern Plains,Region,2007,1090
Kansas,Cropland,Northern Plains,State,2007,914
Nebraska,Cropland,Northern Plains,State,2007,1760
North Dakota,Cropland,Northern Plains,State,2007,670
South Dakota,Cropland,Northern Plains,State,2007,1180
Appalachian,Cropland,Appalachian,Region,2007,3570
Kentucky,Cropland,Appalachian,State,2007,2930
North Carolina,Cropland,Appalachian,State,2007,3720
Tennessee,Cropland,Appalachian,State,2007,3200
Virginia,Cropland,Appalachian,State,2007,5250
West Virginia,Cropland,Appalachian,State,2007,3600
Southeast,Cropland,Southeast,Region,2007,4180
Alabama,Cropland,Southeast,State,2007,2450
Florida,Cropland,Southeast,State,2007,6860
Georgia,Cropland,Southeast,State,2007,4290
South Carolina,Cropland,Southeast,State,2007,2430
Delta,Cropland,Delta States,Region,2007,1690
Arkansas,Cropland,Delta States,State,2007,1680
Louisiana,Cropland,Delta States,State,2007,1690
Mississippi,Cropland,Delta States,State,2007,1710
Southern Plains,Cropland,Southern Plains,Region,2007,1250
Oklahoma,Cropland,Southern Plains,State,2007,979
Texas,Cropland,Southern Plains,State,2007,1360
Mountain,Cropland,Mountain,Region,2007,1640
Arizona,Cropland,Mountain,State,2007,10800
Colorado,Cropland,Mountain,State,2007,1270
Idaho,Cropland,Mountain,State,2007,2770
Montana,Cropland,Mountain,State,2007,784
Nevada,Cropland,Mountain,State,2007,2720
New Mexico,Cropland,Mountain,State,2007,1570
Utah,Cropland,Mountain,State,2007,2940
Wyoming,Cropland,Mountain,State,2007,1150
Pacific,Cropland,Pacific,Region,2007,5420
California,Cropland,Pacific,State,2007,9700
Oregon,Cropland,Pacific,State,2007,2280
Washington,Cropland,Pacific,State,2007,1700
United States,Cropland,Continental U.S.,Region,2007,2530
Northeast,Cropland,Northeast,Region,2008,5590
Delaware,Cropland,Northeast,State,2008,9800
Maryland,Cropland,Northeast,State,2008,7800
New Jersey,Cropland,Northeast,State,2008,15600
New York,Cropland,Northeast,State,2008,2150
Pennsylvania,Cropland,Northeast,State,2008,6000
Other States,Cropland,Northeast,State,2008,7930
Lake,Cropland,Lake States,Region,2008,3080
Michigan,Cropland,Lake States,State,2008,3480
Minnesota,Cropland,Lake States,State,2008,2700
Wisconsin,Cropland,Lake States,State,2008,3600
Corn Belt,Cropland,Corn Belt,Region,2008,4030
Illinois,Cropland,Corn Belt,State,2008,4850
Indiana,Cropland,Corn Belt,State,2008,4140
Iowa,Cropland,Corn Belt,State,2008,4260
Missouri,Cropland,Corn Belt,State,2008,2500
Ohio,Cropland,Corn Belt,State,2008,4140
Northern Plains,Cropland,Northern Plains,Region,2008,1280
Kansas,Cropland,Northern Plains,State,2008,1020
Nebraska,Cropland,Northern Plains,State,2008,2050
North Dakota,Cropland,Northern Plains,State,2008,810
South Dakota,Cropland,Northern Plains,State,2008,1400
Appalachian,Cropland,Appalachian,Region,2008,3730
Kentucky,Cropland,Appalachian,State,2008,3100
North Carolina,Cropland,Appalachian,State,2008,3850
Tennessee,Cropland,Appalachian,State,2008,3400
Virginia,Cropland,Appalachian,State,2008,5350
West Virginia,Cropland,Appalachian,State,2008,3800
Southeast,Cropland,Southeast,Region,2008,4380
Alabama,Cropland,Southeast,State,2008,2650
Florida,Cropland,Southeast,State,2008,6980
Georgia,Cropland,Southeast,State,2008,4540
South Carolina,Cropland,Southeast,State,2008,2610
Delta,Cropland,Delta States,Region,2008,1800
Arkansas,Cropland,Delta States,State,2008,1770
Louisiana,Cropland,Delta States,State,2008,1830
Mississippi,Cropland,Delta States,State,2008,1810
Southern Plains,Cropland,Southern Plains,Region,2008,1390
Oklahoma,Cropland,Southern Plains,State,2008,1110
Texas,Cropland,Southern Plains,State,2008,1500
Mountain,Cropland,Mountain,Region,2008,1670
Arizona,Cropland,Mountain,State,2008,11500
Colorado,Cropland,Mountain,State,2008,1310
Idaho,Cropland,Mountain,State,2008,2800
Montana,Cropland,Mountain,State,2008,811
Nevada,Cropland,Mountain,State,2008,2740
New Mexico,Cropland,Mountain,State,2008,1630
Utah,Cropland,Mountain,State,2008,2700
Wyoming,Cropland,Mountain,State,2008,1180
Pacific,Cropland,Pacific,Region,2008,5570
California,Cropland,Pacific,State,2008,9880
Oregon,Cropland,Pacific,State,2008,2380
Washington,Cropland,Pacific,State,2008,1830
United States,Cropland,Continental U.S.,Region,2008,2760
Northeast,Cropland,Northeast,Region,2009,5340
Delaware,Cropland,Northeast,State,2009,8500
Maryland,Cropland,Northeast,State,2009,7300
New Jersey,Cropland,Northeast,State,2009,14000
New York,Cropland,Northeast,State,2009,2200
Pennsylvania,Cropland,Northeast,State,2009,5700
Other States,Cropland,Northeast,State,2009,7570
Lake,Cropland,Lake States,Region,2009,3020
Michigan,Cropland,Lake States,State,2009,3370
Minnesota,Cropland,Lake States,State,2009,2610
Wisconsin,Cropland,Lake States,State,2009,3650
Corn Belt,Cropland,Corn Belt,Region,2009,3910
Illinois,Cropland,Corn Belt,State,2009,4670
Indiana,Cropland,Corn Belt,State,2009,3950
Iowa,Cropland,Corn Belt,State,2009,4050
Missouri,Cropland,Corn Belt,State,2009,2540
Ohio,Cropland,Corn Belt,State,2009,3900
Northern Plains,Cropland,Northern Plains,Region,2009,1300
Kansas,Cropland,Northern Plains,State,2009,1050
Nebraska,Cropland,Northern Plains,State,2009,2180
North Dakota,Cropland,Northern Plains,State,2009,800
South Dakota,Cropland,Northern Plains,State,2009,1400
Appalachian,Cropland,Appalachian,Region,2009,3600
Kentucky,Cropland,Appalachian,State,2009,3150
North Carolina,Cropland,Appalachian,State,2009,3770
Tennessee,Cropland,Appalachian,State,2009,3270
Virginia,Cropland,Appalachian,State,2009,5000
West Virginia,Cropland,Appalachian,State,2009,3500
Southeast,Cropland,Southeast,Region,2009,3960
Alabama,Cropland,Southeast,State,2009,2500
Florida,Cropland,Southeast,State,2009,6430
Georgia,Cropland,Southeast,State,2009,4050
South Carolina,Cropland,Southeast,State,2009,2500
Delta,Cropland,Delta States,Region,2009,1810
Arkansas,Cropland,Delta States,State,2009,1860
Louisiana,Cropland,Delta States,State,2009,1740
Mississippi,Cropland,Delta States,State,2009,1810
Southern Plains,Cropland,Southern Plains,Region,2009,1380
Oklahoma,Cropland,Southern Plains,State,2009,1130
Texas,Cropland,Southern Plains,State,2009,1480
Mountain,Cropland,Mountain,Region,2009,1610
Arizona,Cropland,Mountain,State,2009,10000
Colorado,Cropland,Mountain,State,2009,1300
Idaho,Cropland,Mountain,State,2009,2610
Montana,Cropland,Mountain,State,2009,787
Nevada,Cropland,Mountain,State,2009,2700
New Mexico,Cropland,Mountain,State,2009,1810
Utah,Cropland,Mountain,State,2009,2810
Wyoming,Cropland,Mountain,State,2009,1177
Pacific,Cropland,Pacific,Region,2009,5210
California,Cropland,Pacific,State,2009,9480
Oregon,Cropland,Pacific,State,2009,2340
Washington,Cropland,Pacific,State,2009,1790
United States,Cropland,Continental U.S.,Region,2009,2670
Northeast,Cropland,Northeast,Region,2010,5270
Delaware,Cropland,Northeast,State,2010,7930
Maryland,Cropland,Northeast,State,2010,6790
New Jersey,Cropland,Northeast,State,2010,13300
New York,Cropland,Northeast,State,2010,2400
Pennsylvania,Cropland,Northeast,State,2010,5710
Other States,Cropland,Northeast,State,2010,7220
Lake,Cropland,Lake States,Region,2010,3010
Michigan,Cropland,Lake States,State,2010,3160
Minnesota,Cropland,Lake States,State,2010,2710
Wisconsin,Cropland,Lake States,State,2010,3550
Corn Belt,Cropland,Corn Belt,Region,2010,4090
Illinois,Cropland,Corn Belt,State,2010,4720
Indiana,Cropland,Corn Belt,State,2010,4270
Iowa,Cropland,Corn Belt,State,2010,4450
Missouri,Cropland,Corn Belt,State,2010,2600
Ohio,Cropland,Corn Belt,State,2010,3900
Northern Plains,Cropland,Northern Plains,Region,2010,1410
Kansas,Cropland,Northern Plains,State,2010,1110
Nebraska,Cropland,Northern Plains,State,2010,2430
North Dakota,Cropland,Northern Plains,State,2010,840
South Dakota,Cropland,Northern Plains,State,2010,1520
Appalachian,Cropland,Appalachian,Region,2010,3490
Kentucky,Cropland,Appalachian,State,2010,3070
North Carolina,Cropland,Appalachian,State,2010,3650
Tennessee,Cropland,Appalachian,State,2010,3310
Virginia,Cropland,Appalachian,State,2010,4600
West Virginia,Cropland,Appalachian,State,2010,3300
Southeast,Cropland,Southeast,Region,2010,3800
Alabama,Cropland,Southeast,State,2010,2630
Florida,Cropland,Southeast,State,2010,6550
Georgia,Cropland,Southeast,State,2010,3390
South Carolina,Cropland,Southeast,State,2010,2560
Delta,Cropland,Delta States,Region,2010,1890
Arkansas,Cropland,Delta States,State,2010,1910
Louisiana,Cropland,Delta States,State,2010,1800
Mississippi,Cropland,Delta States,State,2010,1950
Southern Plains,Cropland,Southern Plains,Region,2010,1400
Oklahoma,Cropland,Southern Plains,State,2010,1130
Texas,Cropland,Southern Plains,State,2010,1510
Mountain,Cropland,Mountain,Region,2010,1520
Arizona,Cropland,Mountain,State,2010,7750
Colorado,Cropland,Mountain,State,2010,1290
Idaho,Cropland,Mountain,State,2010,2480
Montana,Cropland,Mountain,State,2010,779
Nevada,Cropland,Mountain,State,2010,NA
New Mexico,Cropland,Mountain,State,2010,1750
Utah,Cropland,Mountain,State,2010,2720
Wyoming,Cropland,Mountain,State,2010,1230
Pacific,Cropland,Pacific,Region,2010,4980
California,Cropland,Pacific,State,2010,8960
Oregon,Cropland,Pacific,State,2010,2210
Washington,Cropland,Pacific,State,2010,1870
United States,Cropland,Continental U.S.,Region,2010,2700
Northeast,Cropland,Northeast,Region,2011,5200
Delaware,Cropland,Northeast,State,2011,7840
Maryland,Cropland,Northeast,State,2011,6680
New Jersey,Cropland,Northeast,State,2011,12900
New York,Cropland,Northeast,State,2011,2400
Pennsylvania,Cropland,Northeast,State,2011,5630
Other States,Cropland,Northeast,State,2011,7170
Lake,Cropland,Lake States,Region,2011,3310
Michigan,Cropland,Lake States,State,2011,3370
Minnesota,Cropland,Lake States,State,2011,3070
Wisconsin,Cropland,Lake States,State,2011,3780
Corn Belt,Cropland,Corn Belt,Region,2011,4810
Illinois,Cropland,Corn Belt,State,2011,5480
Indiana,Cropland,Corn Belt,State,2011,5070
Iowa,Cropland,Corn Belt,State,2011,5600
Missouri,Cropland,Corn Belt,State,2011,2790
Ohio,Cropland,Corn Belt,State,2011,4160
Northern Plains,Cropland,Northern Plains,Region,2011,1730
Kansas,Cropland,Northern Plains,State,2011,1340
Nebraska,Cropland,Northern Plains,State,2011,3130
North Dakota,Cropland,Northern Plains,State,2011,987
South Dakota,Cropland,Northern Plains,State,2011,1790
Appalachian,Cropland,Appalachian,Region,2011,3440
Kentucky,Cropland,Appalachian,State,2011,3080
North Carolina,Cropland,Appalachian,State,2011,3610
Tennessee,Cropland,Appalachian,State,2011,3270
Virginia,Cropland,Appalachian,State,2011,4350
West Virginia,Cropland,Appalachian,State,2011,3340
Southeast,Cropland,Southeast,Region,2011,3810
Alabama,Cropland,Southeast,State,2011,2680
Florida,Cropland,Southeast,State,2011,6580
Georgia,Cropland,Southeast,State,2011,3360
South Carolina,Cropland,Southeast,State,2011,2590
Delta,Cropland,Delta States,Region,2011,2020
Arkansas,Cropland,Delta States,State,2011,1990
Louisiana,Cropland,Delta States,State,2011,1970
Mississippi,Cropland,Delta States,State,2011,2100
Southern Plains,Cropland,Southern Plains,Region,2011,1450
Oklahoma,Cropland,Southern Plains,State,2011,1130
Texas,Cropland,Southern Plains,State,2011,1580
Mountain,Cropland,Mountain,Region,2011,1540
Arizona,Cropland,Mountain,State,2011,7610
Colorado,Cropland,Mountain,State,2011,1340
Idaho,Cropland,Mountain,State,2011,2470
Montana,Cropland,Mountain,State,2011,806
Nevada,Cropland,Mountain,State,2011,NA
New Mexico,Cropland,Mountain,State,2011,1740
Utah,Cropland,Mountain,State,2011,2690
Wyoming,Cropland,Mountain,State,2011,1320
Pacific,Cropland,Pacific,Region,2011,5070
California,Cropland,Pacific,State,2011,9130
Oregon,Cropland,Pacific,State,2011,2180
Washington,Cropland,Pacific,State,2011,1930
United States,Cropland,Continental U.S.,Region,2011,2980
Northeast,Cropland,Northeast,Region,2012,5280
Delaware,Cropland,Northeast,State,2012,7850
Maryland,Cropland,Northeast,State,2012,6570
New Jersey,Cropland,Northeast,State,2012,12400
New York,Cropland,Northeast,State,2012,2600
Pennsylvania,Cropland,Northeast,State,2012,5760
Other States,Cropland,Northeast,State,2012,7120
Lake,Cropland,Lake States,Region,2012,3790
Michigan,Cropland,Lake States,State,2012,3660
Minnesota,Cropland,Lake States,State,2012,3740
Wisconsin,Cropland,Lake States,State,2012,4000
Corn Belt,Cropland,Corn Belt,Region,2012,5600
Illinois,Cropland,Corn Belt,State,2012,6300
Indiana,Cropland,Corn Belt,State,2012,5840
Iowa,Cropland,Corn Belt,State,2012,6810
Missouri,Cropland,Corn Belt,State,2012,3120
Ohio,Cropland,Corn Belt,State,2012,4640
Northern Plains,Cropland,Northern Plains,Region,2012,2210
Kansas,Cropland,Northern Plains,State,2012,1650
Nebraska,Cropland,Northern Plains,State,2012,4190
North Dakota,Cropland,Northern Plains,State,2012,1260
South Dakota,Cropland,Northern Plains,State,2012,2200
Appalachian,Cropland,Appalachian,Region,2012,3550
Kentucky,Cropland,Appalachian,State,2012,3210
North Carolina,Cropland,Appalachian,State,2012,3850
Tennessee,Cropland,Appalachian,State,2012,3260
Virginia,Cropland,Appalachian,State,2012,4500
West Virginia,Cropland,Appalachian,State,2012,3250
Southeast,Cropland,Southeast,Region,2012,3710
Alabama,Cropland,Southeast,State,2012,2750
Florida,Cropland,Southeast,State,2012,6420
Georgia,Cropland,Southeast,State,2012,3130
South Carolina,Cropland,Southeast,State,2012,2620
Delta,Cropland,Delta States,Region,2012,2160
Arkansas,Cropland,Delta States,State,2012,2180
Louisiana,Cropland,Delta States,State,2012,2120
Mississippi,Cropland,Delta States,State,2012,2180
Southern Plains,Cropland,Southern Plains,Region,2012,1500
Oklahoma,Cropland,Southern Plains,State,2012,1280
Texas,Cropland,Southern Plains,State,2012,1590
Mountain,Cropland,Mountain,Region,2012,1600
Arizona,Cropland,Mountain,State,2012,7960
Colorado,Cropland,Mountain,State,2012,1450
Idaho,Cropland,Mountain,State,2012,2580
Montana,Cropland,Mountain,State,2012,852
Nevada,Cropland,Mountain,State,2012,NA
New Mexico,Cropland,Mountain,State,2012,1550
Utah,Cropland,Mountain,State,2012,2690
Wyoming,Cropland,Mountain,State,2012,1360
Pacific,Cropland,Pacific,Region,2012,5310
California,Cropland,Pacific,State,2012,9400
Oregon,Cropland,Pacific,State,2012,2340
Washington,Cropland,Pacific,State,2012,2190
United States,Cropland,Continental U.S.,Region,2012,3350
Northeast,Cropland,Northeast,Region,2013,5260
Delaware,Cropland,Northeast,State,2013,7870
Maryland,Cropland,Northeast,State,2013,6470
New Jersey,Cropland,Northeast,State,2013,12900
New York,Cropland,Northeast,State,2013,2550
Pennsylvania,Cropland,Northeast,State,2013,5840
Other States,Cropland,Northeast,State,2013,7060
Lake,Cropland,Lake States,Region,2013,4240
Michigan,Cropland,Lake States,State,2013,4120
Minnesota,Cropland,Lake States,State,2013,4390
Wisconsin,Cropland,Lake States,State,2013,4010
Corn Belt,Cropland,Corn Belt,Region,2013,6470
Illinois,Cropland,Corn Belt,State,2013,7190
